id,src_legal,tgt_plain
312,"Although the Board noted that DC 5280 was potentially applicable in light of Mr. Copeland’s diagnosis of hallux valgus, it determined that his hallux valgus was only “slight to moderate without surgical resection,” and so a separate disability rating was not warranted.","The Board noted that DC 5280 was potentially applicable in light of Mr. Copeland’s diagnosis of hallux valgus. The Board determined that his hallux valgus was only “slight to moderate without surgical resection,” and a separate disability rating was not requested."
313,"The cases Regions offers in support of its argument do not examine this alleged requirement in any detail, but merely make a passing reference to being “charged for the call.” See Osorio v. State Farm Bank, F.S.B., 859 F.Supp.2d 1326, 1329 (S.D.Fla.2012); Knutson v.","The cases Regions offers in support of its argument do not examine this told requirement in any detail. They only make a passing reference to being “charged for the call.” See Osorio v. State Farm Bank, F.S.B., 859 F.Supp.2d 1326, 1329 (S.D.Fla.2012); Knutson v."
314,"If not, analysis proceeds to step four, and the ALJ determines the claimant’s residual functional capacity (“RFC”), which is the ability to perform physical or metal work activities on a sustained basis, notwithstanding limitations for the collective impairments.","If not, analysis proceeds to step four, and the ALJ determines the claimant’s residual functional capacity (“RFC”). RFC is the ability to perform physical or metal work activities on a continued basis, despite limitations for the collective impairments."
315,"Similarly, given the existence of similar designs in the market and Huitink’s use of established engineering standards, the fact that Huitink admits that he created his proposed alternative design solely for the purposes of this litigation (Huitink Dep.",Similar designs in the market and Huitink’s use of established engineering standards has existed. Huitink admits that he created his proposed alternative design solely for the purposes of this litigation.
316,"After reviewing the relevant Ohio and federal statutes, he found that “abuse” is defined as “the willful infliction of injury, unreasonable confinement, intimidation or punishment with resulting physical harm, pain or mental anguish.”","After reviewing the relevant Ohio and federal statutes, he found that “abuse” is defined as “the willful application of injury, unreasonable capture, fear or punishment with resulting physical harm, pain or mental pain.”"
317,"In the exhibit, Plaintiffs provide factual allegations that MacIntyre was not paid for a total .of 76 hours of overtime between 2012 and 2014, and Sullivan was not paid overtime-for a total of 48 hours in 2013 and 2014.","In the example, claimants provide factual allegations that MacIntyre was not paid for a total of 76 hours of overtime between 2012 and 2014. Also, Sullivan was not paid overtime-for a total of 48 hours in 2013 and 2014."
318,"The Government argues that Mr. Haddad does not have standing to sue for the ’844 patent, because Mr. Haddad transferred all substantial rights in the ’844 patent to sole exclusive licensee Astornet, Gov’t Mot.","The Government says that Mr. Haddad does not have reason to sue for the ’844 patent. Mr. Haddad transferred all important rights in the ’844 patent to only vital person Astornet, Gov’t Mot."
319,"The First Circuit has held that “retaliation claims are preserved so long as the retaliation is reasonably related to and grows out of the discrimination complained of to the agency.” Clockedile v. N.H. Dep’t of Corr., 245 F.3d 1, 6 (1st Cir.2001).","The First Circuit has held that “repay claims are kept so long as the payback is reasonably related to and grows out of the separation said by the agency.” Clockedile v. N.H. Dep’t of Corr., 245 F.3d 1, 6 (1st Cir.2001)."
320,"In order to survive a motion to dismiss pursuant to Rule 12(b)(6) of the Federal Rules of Civil Procedure, a plaintiff must plead sufficient factual allegations “to state a claim to relief that is plausible on its face.” Twombly, 550 U.S. at 570, 127 S.Ct.","In order to survive a motion to reject regarding to Rule 12(b)(6) of the Federal Rules of Civil Procedure, a defendant must plead enough factual reasons “to state a claim to explain that is possible on its face.” Twombly, 550 U.S. at 570, 127 S.Ct."
321,"Generally, more weight is give[n] to the opinions of treating sources, even “controlling weight,” if they are well supported by medically acceptable clinical and laboratory diagnostic techniques and not inconsistent with other substantial evidence (20 CFR 416.927(d)2).","Usually,more weights given to the opinions of treating sources, even ""controlling weight,"" if they are well supported by medically acceptable clinical and laboratory diagnostic techniques and not conflicting with other real evidence (20 CFR 416.927(d)2)."
322,"Trooper Rivera, working under the name “Jose,” then told Haskell that he could compensate for the botched drug deal by burning down a house in Springfield and an abandoned property in Holyoke, Massachusetts, as part of a fictional insurance scam “Jose” was purportedly arranging.","Trooper Rivera, working under the name “Jose,” then told Haskell that he could make up for the botched drug deal by burning down a house in Springfield and an abandoned property in Holyoke, Massachusetts, as part of a fictional safeguard scam “Jose” was probably arranging."
323,"If an exceptional disability picture is found, the RO or Board must determine whether related factors exist such “as marked interference with employment or frequent periods of hospitalization as to render impractical the application of the regular schedular standards.” 38 C.F.R.","If an exceptional disability picture is found, the RO or Board must determine whether related factors exist such “as marked interference with employment or frequent periods of hospitalization as to provide unsuitable the application of the regular schedular standards.” 38 C.F.R."
324,"Back in open court, the judge put on the record what he had ruled (he would • allow evidence that Lawson failed to report income but not evidence that Lawson failed to file tax returns), but not why he reached these conclusions or how he thought a jury could make proper use of the tax evidence.","Back in open court, the judge put on the record what he had ruled (he would • allow evidence that Lawson failed to report earning but not evidence that Lawson failed to file tax returns), but not why he reached these conclusions or how he thought a jury could make proper use of the tax evidence."
325,"As I explained at summary judgment, to determine whether a defendant has met its burden of proving the routine maintenance exemption, courts examine the projects, taking into account the 1) nature and extent, 2) purpose, 3) frequency, and 4) cost of the activity to arrive at a common-sense finding.","As I explained at summary judgment, to determine whether a accused has met its burden of proving the routine maintenance exception, courts examine the projects, taking into account the 1) nature and extent, 2) purpose, 3) frequency, and 4) cost of the activity to arrive at a common-sense finding."
326,"To prevail on such a claim, the plaintiff must establish that: (1) he is a member of a protected class; (2) was subjected to unwelcome sexual harassment; (3) the harassment was based on sex; (4) the harassment created a hostile work environment; and that (5) the employer is vicariously liable.","To win on such a claim, the complainant must establish that: (1) he is a member of a protected class; (2) was subjected to unwelcome sexual harassment; (3) the harassment was based on sex; (4) the harassment created a hostile work environment; and that (5) the employer is indirectly responsable."
327,"While several circuits have held that merely placing child pornography in a shared folder on a file sharing network warrants application of a distribution enhancement, no circuit has relied on the Sentencing Guidelines definition of “distribution” to interpret the meaning of the term in § 2252(a)(2).","While several circuits have held that merely placing child pornography in a shared folder on a file sharing network warrants application of a distribution enhancement, no circuit has relied on the Sentencing Guidelines definition of “distribution” to explain the meaning of the term in § 2252(a)(2)."
328,"Therefore, “if a restriction or condition is not reasonably related to a legitimate goal — if it is arbitrary or purposeless a court permissibly may infer that the purpose of the governmental action is punishment that may not constitutionally be inflicted upon detainees qua detainees.”","Therefore, “if a restriction or condition is not reasonably related to a legal goal — if it is arbitrary or purposeless a court justly may infer that the purpose of the governmental action is punishment that may not inseparably be inflicted upon prisoners.”"
329,"Lastly, he alleges that on August 20, 2014, he learned the “forms never reach[ed] [the New] Orleans[] [RO]” and “the counselor [] was upset that [he] continue® to call asking about these form[s] and want[ed] to know who [] [he] had been talking to,” and refused to filed a notice of appeal.","Lastly, he claim that on August 20, 2014, he learned the “forms never reach[ed] [the New] Orleans[] [RO]” and “the counselor [] was upset that [he] continue® to call asking about these form[s] and want[ed] to know who [] [he] had been talking to,” and refused to filed a notice of reconsideration."
330,"A jury is not required to accept an expert’s opinion, and defendants’ experts present different opinions, but a jury could reasonably find, on the basis of plaintiffs’ experts’ opinions, that it is more likely than not that one of defendants’ PIFs was contaminated and caused E.B.’s illness,","A jury is not required to accept an expert’s opinion, and accused’ experts present different opinions, but a jury could reasonably find, on the basis of complainant’ experts’ opinions, that it is more likely than not that one of defendants’ PIFs was contaminated and caused E.B.’s illness,"
331,"Approximately one week later, the FTC and Defendant filed a Consent Judgment and Order in which Defendant agreed to, among other things, not assess or collect “any Fee for a Default-Related Service unless it is a reasonable Fee charged ... for a Default-Related Service that is actually performed.” (Doc.","Approximately one week later, the FTC and Defendant filed a Consent Judgment and Order in which Defendant agreed to, among other things, not assess or collect “any Fee for a Default-Related Service unless it is a reasonable Fee charged ... for a Default-Related Service that is actually performed.” (Doc."
332,"The date of admission to a non-VA hospital where a veteran was maintained at VA expense will be accepted as the date of receipt of a claim, if VA maintenance was previously authorized; but if VA maintenance was authorized subsequent to admission, the date VA received notice of admission will be accepted.","The date of admission to a non-VA hospital where a veteran was maintained at VA expense will be accepted as the date of receipt of a claim, if VA maintenance was previously authorized; but if VA maintenance was authorized subsequent to admission, the date VA received notice of admission will be accepted."
333,Ms. Haynes later submitted a request to the Regional Office to reopen her claim on the presentation of new documentation showing a decision by the Army Board of Correction of Military Records (“ABCMR”) to award Ms. Haynes an annuity as a “former spouse” under the Uniformed Services Former Spouse Protection Act (“USFSPA”).,Ms. Haynes later submitted a request to the Regional Office to reopen her claim on the presentation of new documentation showing a decision by the Army Board of Correction of Military Records (“ABCMR”) to award Ms. Haynes an set-aside as a “former partner” under the Uniformed Services Former Spouse Protection Act (“USFSPA”).
334,"Five months after Mayor Graf was elected, he published a “From Your Mayor” opinion piece in the Farmingdale Observer, which stated, in part: “We have defined an area of the Village for possible redevelopment and have ... put this plan on the ‘front burner.’ Much of the property [near] Secatogue Avenue ... is within the ‘blighted’ area.” (Ex.","Five months after Mayor Graf was elected, he published a “From Your Mayor” opinion piece in the Farmingdale Observer, which stated, in part: “We have defined an area of the Village for possible redevelopment and have ... put this plan on the ‘front burner.’ Much of the property [near] Secatogue Avenue ... is within the ‘blighted’ area.”"
335,"The district court had federal question jurisdiction over the § 1983 claim and supplemental jurisdiction over the state-law gross negligence claim, and ""a federal court exercising supplemental jurisdiction over state law claims is bound to apply the law of the forum state to the same extent as if it were exercising its diversity jurisdiction.” Bass v. First Pac.","The district court had federal question jurisdiction over the § 1983 claim and supplemental authority over the state-law gross negligence claim, and ""a federal court exercising supplemental authority over state law claims is bound to apply the law of the forum state to the same extent as if it were exercising its diversity authority.” Bass v. First Pac"
336,"Those guidelines, the 2005 Flow Plan explicitly provides, are set forth in “SunTrust Mortgage guidelines that are currently being used and have been mutually agreed upon.” The partial integration doctrine obtains in situations where, wholly unlike this one, the written instrument is silent on a material issue and consequently fails to impart a “complete legal obligation.” Cf.","Those guidelines, the 2005 Flow Plan explicitly provides, are set forth in “SunTrust Mortgage guidelines that are currently being used and have been both sided agreed upon.” The partial integration belief obtains in situations where, wholly unlike this one, the written instrument is silent on a material issue and consequently fails to impart a “complete legal duty.”"
337,"On appeal to this Court, the appellant argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of compensation” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive compensation at death, and (2) Mr. Wingard was entitled to receive compensation at the time of his death because 38 U.S.C.","On appeal to this Court, the candidate argued that she satisfied the criteria for non-service-connected burial benefits because (1) the phrase “in receipt of repayment” in section 2302(a)(1) should be interpreted to include those veterans who were entitled to receive repayment at death, and (2) Mr. Wingard was entitled to receive repayment at the time of his death because 38 U.S.C."
338,"In order to establish a prima facie case for discrimination under § 1981, the plaintiff must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the defendant; (3) it met the defendant’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the defendant that was otherwise afforded to companies owned by whites.","In order to establish a self-evident case for discrimination under § 1981, the complainant must show that (1) it is a member of a protected class; (2) it sought to enter into a contractual relationship with the accused; (3) it met the accused’s ordinary requirements to enter into a contract with it; (4) it was denied the opportunity to enter into a contract with the accused that was otherwise afforded to companies owned by whites."
339,"Courts may issue a writ of mandamus only if three conditions are satisfied: 1) the petitioner must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the petitioner must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted.","Courts may issue a writ of law only if three conditions are satisfied: 1) the candidate must demonstrate that he lacks adequate alternative means to attain the desired relief, thus ensuring that the writ is not used as a substitute for the appeals process, 2) the candidate must demonstrate a clear and indisputable right to the writ, and 3) the court must be convinced, given the circumstances, that the issuance of a writ is warranted."
340,"In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual claimant on the date when the complaint is filed if he is specifically named as a party plaintiff in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party plaintiff in such action.","In determining when an action is commenced by the Secretary of Labor under this subsection for the purposes of the statutes of limitations provided in section 255(a) of this title, it shall be considered to be commenced in the case of any individual applicant on the date when the complaint is filed if he is specifically named as a party candidate in the complaint, or if his name did not so appear, on the subsequent date on which his name is added as a party candidate in such action."
341,"While a federal court may exercise supplemental jurisdiction over state law claims “that are so related to claims in the action within [the Court’s] original jurisdiction that they form a part of the same case or controversy under Article III of the United States Constitution,” a court may decline to exercise such jurisdiction where it “has dismissed all claims over which it has original jurisdiction.” Indeed, unless “consideration of judicial economy, convenience and fairness to litigants” weigh in favor of the exercise of supplemental jurisdiction, “a federal court should hesitate to exercise jurisdiction over state claims.” Because Plaintiffs complaint fails to state a viable federal claim, and because this case is at the beginning stages of litigation, the Court declines to exercise supplemental jurisdiction over Plaintiffs state law claims at this time.","While a federal court may exercise authority to hear additional claims over state law claims “that are so related to claims in the action within [the Court’s] original jurisdiction that they form a part of the same case or controversy under Article III of the United States Constitution,” a court may decline to hear the claim where it “has rejected all claims over which it has original jurisdiction.” Indeed, unless “consideration of judicial economy, convenience and fairness to parties” weigh in favor of the exercise of the Court exercising authority to hear additional claims, “a federal court should hesitate to exercise jurisdiction over state claims.” Because Claimants argument fails to state an applicable federal claim, and because this case is at the beginning stages of the case, the Court declines to exercise authority to hear additional claims over Claimants state law claims at this time."
342,"While there is no evidence in the Thurman opinion that the plaintiff expressly challengfed the application of the limitations provision on the basis of the change in corporate entity, this Court finds the Sixth Circuit’s application of the Chrysler Corporation provision instructive; in the absence of evidence or legal authority to the contrary, the agreement with Pinnacle precludes a finding of a legitimate expectation of just cause employment.","While there is no evidence in the Thurman opinion that the claimant expressly oppose to the application of the limitations provision on the basis of the change in corporate organization, this Court finds the Sixth Circuit’s application of the Chrysler Corporation provision instructive; in the absence of evidence or legal authority to the contrary, the agreement with Pinnacle prevent a decision of a legitimate expectation of fair cause employment."
343,"In this matter, Dr. Pence offers four opinions: (1) BSC did not conduct adequate testing of the Pinnacle product prior to placing them on the market; (2) the Pinnacle product was inadequately labeled; (3) patients could not adequately consent to the surgical implantation of the Pinnacle due to the misbranding of these products; and (4) BSC failed to meet the post-market vigilance standard of care for their products, leading to further mis-branding.","In this matter, Dr. Pence offers four opinions: (1) BSC did not conduct sufficient testing of the Pinnacle product before releasing the product; (2) the Pinnacle product was insufficiently labeled; (3) patients could not sufficiently agree to the surgical implantation of the Pinnacle due to the misbranding of these products; and (4) BSC failed to fulfill the post-release cautionary standard of care for their products, leading to further mis-branding."
344,"However, even if the Plaintiff does so and makes out a prima facie retaliation claim because “there is evidence that the adverse employment action was motivated in part by protected speech, the government can avoid liability if it can show that it would have taken the same adverse action in the absence of the protected speech.” Heil v. Santoro, 147 F.3d 103, 109 (2d Cir.1998).","However, even if the Claimant does so and makes out a evidently a counter claim for reprisal because “there is evidence that the change in the terms and conditions of a job that puts the Claimant in a worse position was motivated in part by protected speech, the government can avoid responsibility if it can show that it would have done the same change in the terms and conditions in the absence of the protected speech.” Heil v. Santoro, 147 F.3d 103, 109 (2d Cir.1998)."
345,"Moreover, any such inference is belied by Commerce’s reference to its final determination in Galvanized Steel and Wire From the People's Republic of China, which describes Commerce's offsetting practice for the AD cash deposit rate as premised only on the concept that domestic subsi dies had a symmetrical effect upon export and domestic prices.","Moreover, any such conclusion is contradicted by Commerce’s reference to its final determination in Galvanized Steel and Wire From the People's Republic of China, which describes Commerce's balancing practice for the AD cash deposit rate as introduced only on the concept that domestic subsi dies had a similar effect upon export and domestic prices."
346,"Ms. Swanson also argues that the Veterans Court failed to decide an issue correctly, but she does not support this allegation with anything more than the phrase “controversies to which the United States shall be a part” followed by citations to two Supreme Court cases addressing the scope of the judicial power under Article III.","Ms. Swanson also argues that the Veterans Court failed to decide an issue correctly, but she does not support this claim with anything more than the phrase “controversies to which the United States shall be a part” followed by citations to two Supreme Court cases addressing the extent of the courts’ power under Article III."
347,"However, other Ninth Circuit cases shed some light on exactly when detention becomes “prolonged.” First, in Nadarajah v. Gonzales, the Ninth Circuit reviewed Supreme Court cases and found that the Court had “used the six-month period as the touchstone of reasonableness.” 443 F.3d 1069, 1080 (9th Cir.2006).","However, other Ninth Circuit cases explain exactly when detention becomes “lengthened”. First, in Nadarajah v. Gonzales, the Ninth Circuit reviewed Supreme Court cases and found that the Court had “used the six-month period as the standard of reasonableness.” 443 F.3d 1069, 1080 (9th Cir.2006)."
348,"Based on the totality of the circumstances—the anonymous caller claiming to have eye-witness knowledge, the contemporaneous reporting of the activity, and the specificity of the description of the person holding the firearm, which the PRPD matched to Rivas-Castro—the call was reliable.","Based on the totality of the circumstances—the unidentified caller claiming to have eye-witness knowledge, the simultaneous reporting of the activity, and the detailed nature of the description of the person holding the firearm, which the PRPD matched to Rivas-Castro—the call was reliable."
349,"Citadel further alleges that it has been damaged by “breach of the parties’ agreement because it has lost the benefit of the bargain it would have otherwise enjoyed if it had been able to complete the project and lease it to [WRMC], as called for in the parties’ agreement.”","Citadel further claims that it has been damaged by “breach of the parties’ agreement”. It is because Citadel has lost the benefit of the bargain it would have enjoyed if it had been able to complete the project and lease it to [WRMC], as stated in the subsequent agreement."
350,"Plaintiffs also admit that “the Complaint and the exhibits ... allege a pattern of racketeering extending to just under one year,” but they argue- that “the ‘two year’ requirement in order to establish closed-ended continuity is not a bright-line rule.” (Pis.’ Opp’n Br.","Claimants also admit that “the Complaint and the exhibits ... claim of a pattern of blackmail extending to just under one year,” but they argue- that “the ‘two year’ requirement in order to establish closed-ended continuity is not a clearly defined rule.”"
351,"In her summary judgment briefs, Otico presented a surprise argument (a surprise to Hawaiian and to the Court, anyway) that Hawaiian failed to pay her for ten minutes of time she worked on each of eight separate days after she’d completed the training program.","In her summary judgment briefs, Otico presented a surprise argument (a surprise to Hawaiian and to the Court, anyway) that Hawaiian failed to pay her for ten minutes of time she worked on each of eight separate days after she’d completed the training program."
352,"Although the title refers to wartime, section 1157 extends the compensation rates in sub-chapter II ""to those veterans who served during a period of war and during any other time, who have suffered a disability in the line of duty in each period of service.”","Although the title suggests wartime, section 1157 covers the repayment rates in sub-chapter II ""to those veterans who served during a period of war and during any other time, who have suffered a disability during duty in each period of service.”"
353,Tutin also wrote that Santangelo struggled to adapt even though he was expected to recognize problems and react more quickly moving forward and that Tu-tin expected Santangelo to transform Alsip into a more robust and flexible group capable of addressing industry challenges.,Tutin also wrote that Santangelo tried hard to get familiarize even though he was expected to recognize problems and react more quickly moving forward and that Tu-tin expected Santangelo to transform Alsip into a more powerful and flexible group capable of tackling industry challenges.
354,"Without an admission from GEICO, medical testimony from an expert or her treating physician, or circumstances of the type that lay jurors could extrapolate from the evidence a causal connection between accident and injury, Blair is unable to make that showing as a matter of law.","Without an admission from GEICO, medical statement from an expert or her treating physician, or conditions of the type that lay members of the jury could assume from the evidence a causal connection between accident and harm, Blair is unable to make that showing as a matter of law."
355,"The Board also found that the medical evidence of record, especially the 2011 examiner’s report, showed that other post-service injuries and normal wear and tear of age and his employment as a truck driver, not any basic training injury, most likely caused Vann’s lower back pain.","The Board also found that the medical evidence of record, especially the 2011 examiner’s report, showed that other post-service harms and normal wear and tear of age and his employment as a truck driver, not any basic training harm, most likely caused Vann’s lower back pain."
356,"Finally, contrary to Defendant Hernandez’s assertions, the Report concluded that, based upon the “supporting documentation, it appears that [EPFCU] sustained a loss of at least $19 million resulting from the actions of their former employee ... Hernandez.” Report 4 (emphasis added).","Finally, contrary to Respondent Hernandez’s claims, the Report established that, based upon the “supporting documentation, it appears that [EPFCU] continued a loss of at least $19 million resulting from the actions of their former employee ... Hernandez.” Report 4 (emphasis added)."
357,"The Second Amended Complaint makes clear that the relator is alleging that Boston Heart’s claims were “legally false” because, according to the relator, Boston Heart certified that the tests it performed were medically necessary even though they were not medically necessary for certain populations.","The Second “Changed” Complaint makes clear that the private party helping the government is claiming that Boston Heart’s claims were “legally false” because, according to the private party helping the government, Boston Heart certified that the tests it performed were medically necessary even though they were not medically necessary for certain populations."
358,"Relying on these cases and a textual analysis of the provisions at issue, Husic argues that § 212(h) has been made unavailable only to an alien who was admitted as an LPR, rather than one who, like Husic, adjusted to LPR status once already in the United States after lawful entry as a visitor.","Relying on these cases and a word-based analysis of the provisions at issue, Husic argues that § 212(h) has been made unavailable only to a foreign who was admitted as an LPR (Lawful permanent residents), rather than one who, like Husic, got familiar to LPR status once already in the United States after lawful entry as a visitor."
359,"Similarly, the fact that the regulation authorizes a single extra-schedular evaluation— “an extra-schedular evaluation” — arising from the “disability or disabilities” indicates that referral for extra-schedular evaluation may be based on the collective impact of the veteran’s disabilities.","Similarly, the fact that the regulation authorizes a single extra-schedular evaluation— “an extra-schedular evaluation” — arising from the “disability or disabilities” shows that officially sending someone for extra-schedular evaluation may be based on the collective impact of the veteran’s disabilities."
360,"Considering the policy and purpose behind Rule 13(a), the court permitted the claim to go forward because it found no sign of the “circuity of action that Rule 13(a) was aimed at preventing,” since the plaintiffs bringing of multiple actions was required by statute.","Considering the policy and purpose behind Rule 13(a), the court allowed the claim to go forward because it found no sign of the “a procedure that allows for repeated lawsuits that Rule 13(a) was aimed at preventing,” since the claimants bringing of multiple actions was required by statute."
361,"Second, appointing an interim director does not require the appointing authority to provide the same benefits; indeed, if it did, then the on-leave employee could contend that the position was filled on a permanent basis while she was on FMLA leave.","Second, appointing a temporary manager does not require the appointing authority to provide the same benefits. If it did, then the on-leave worker could hold that the position was filled on a permanent basis while she was on FMLA leave."
362,"Once the movant properly configures a summary-judgment motion, the burden shifts onto the nonmovant—or “the party who bears the burden of proof at trial,” Geshke v. Crocs, Inc., 740 F.3d 74, 77 (1st Cir.","Once the claimant properly makes a summary-judgement motion, the load shifts onto the defendant - or “the party who has the requirement of proof at trial,” Geshke v. Crocs, Inc."
363,"Furthermore, the plaintiff concedes in her Opposition that the Act was enacted “to keep D.C. residents out of harm’s way,” and therefore creates a “general public duty.” Pl.’s Opp’n to Defs.’ Mot.","Furthermore, the defendant argues in her Opposition that the Act was done “to keep D.C. residents out of harm’s way”. Therefore it creates a “general public duty.” Pl.’s Opp’n to Defs.’ Mot."
364,"In addition, the Secretary states that “it is clear [that DC] 5284 is not applicable in this case,” as the plain language of that DC “foreclose[s] rating a foot condition ... that was not the result of an in-service injury.”","In addition, the Secretary states that “it is clear [that DC] 5284 is not applicable in this case"". The simple language of that DC “forbids rating a foot condition ... that was not the result of an in-service injury.”"
365,"Plaintiff concedes that her wrongful discharge claim “does not fit within the limitations of the WLAD, FMLA or WFLA because she did not meet the required number of hours worked in the year prior to the accrual of her claim.” ECF No.","Defendant argues that her wrongful termination claim “does not fit within the limitations of the WLAD, FMLA or WFLA because she did not meet the required number of hours worked in the year prior to the beginning of her claim.”"
366,"Because the State of South Dakota filed suit on its own accord in state court in this case, at a time of its own choosing, with its hand-picked defendants, no such unfair prejudice is present, and FAG Bearings can appropriately be distinguished.","The State of South Dakota filed case on its own hand in state court in this case, at a time of its own choosing, with its hand-picked defendants. Hence, no such unfair bias is present, and FAG Bearings can suitable be identified."
367,"The Government has called at trial two so-called “cooperating witnesses,” ie, alleged co-conspirators of the defendants who have pleaded guilty and who are “cooperating” with the Government by testifying at trial in hopes of receiving a sentence reduction.","The Government has called at trial two so-called “cooperating witnesses,” ie, said co-workers of the defendants who have pleaded guilty and who are “cooperating” with the Government by testifying at trial in hopes of receiving a sentence reduction."
368,"A farmout agreement is ""[a] very common form of agreement between operators, whereby a lease owner not desirous of drilling at the time agrees to assign the lease, or some portion of it (in common or in severalty) to another operator who is desirous of drilling the tract.""","A lease agreement is a very common form of agreement between parties, whereby a lease owner not wanting of drilling at the time agrees to assign the lease, or some portion of it (in common or in parts) to another operator who is wanting of drilling the act."""
369,"To the extent Mr. Washington argues that the Veterans Court should have decided the gunshot wound claim in his favor without requiring a remand, he raises factual .issues of sufficiency of the evidence concerning his duty status at the time he was shot, and issues of his credibility.","Mr. Washington thinks that the Veterans Court should have decided the gunshot wound claim in his favor without requiring a custody. He raises factual issues of sufficiency of the evidence regarding his duty status at the time he was shot, and issues of his credibility."
370,"The Fourth Circuit reasoned that Geriatric Release does pot provide juveniles with the opportunity to obtain release “based on demonstrated maturity and rehabilitation,” as required by Graham, because the Parole Board has the authority to deny release “for any reason whatsoever.”","The Fourth Circuit argued that Geriatric Release does pot provide younglings with the opportunity to obtain release “based on shown maturity and recover,” as required by Graham. The Parole Board has the authority to deny release “for any reason all.”"
371,"Before this court, Mr. Smith characterizes the Plan as a settlement agreement and argues that the Veterans Court failed to “enforce” the settlement agreement; Mr. Smith requests that we remand his case to the Veterans Court with instructions that it “enforce” the settlement agreement approved by this court in NOVA.","Before this court, Mr. Smith sees the Plan as a settlement agreeement and argues that the Veterans Court faiiled to enforce the settlement agreement. Mr. Smith wants that we repeat his case to the Veterans Court with instructions. Veterans Court should enforce the settlement agreement approved by this court in NOVA."
372,"In this case, where the plaintiff has not produced time-sheets and the defendant has failed to respond, the Court will accept Martinez’s declaration, submitted under the penalty of perjury, as to the hours she worked and wages she received, except to the extent that her declaration seeks relief beyond that sought in the complaint.","The court will accept Martinez’s declaration as evidence of the hours she worked and wages she received. This is because the plaintiff has not provided time-sheets and the defendant has not responded. However, the court will not accept any relief beyond what is sought in the complaint."
373,"In all, the development of the Plan entailed a process of shifting and re-shifting portions of the County from one district to another, reviewing the resdlt, and trying again.” The Commissioners deferred greatly to Brace in developing the remedial plans, and further deferred to Brace and their attorneys regarding the plans’ legality.",The development of the plan involved shifting and re-shifting portions of the county from one district to another. The commissioners relied heavily on Brace in developing the remedial plans and deferred to Brace and their attorneys regarding the plans’ legality.
374,"The quagmire of alternative definitions for assault on a female is further highlighted in the more recent cases arising out of the North Carolina appellate courts, which seem to recognize proof of either force or violence, particularly in cases where a battery based on force alone, even if only slight, provides the basis for the “assault” element of the crime.","The difficulty of alternative definitions for assault on a female is further highlighted in the more recent cases arising out of the North Carolina courts of appeals, which seem to recognize proof of either force or violence, particularly in cases where a battery based on force alone, even if only slight, provides the basis for the “assault” element of the crime."
375,"The Wisconsin Supreme Court concluded that chapter 980 did not require dismissal of Gilbert’s commitment petition because the chapter does not contain language allowing for dismissal in his circumstances, does not set a time period for execution of a commitment order, and provides that an individual may be simultaneously committed under chapter 980 and incarcerated at a DOC facility.",The Wisconsin Supreme Court said that chapter 980 did not require dismissal of Gilbert’s commitment bill because the chapter does not contain language allowing for rejection in his cases. It does not set a time period for execution of a commitment order. And it provides that an individual may be simultaneously done under chapter 980 and jailed at a DOC facility.
376,"Plaintiff Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) brought this action against Defendant Delaware River Port Authority (“DRPA”) to move the Court for a mandatory injunction ordering the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.","The Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) sued the Delaware River Port Authority (“DRPA”) to order the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs."
377,"Third, because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now), if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could deprive petitioners of the benefit of Johnson’s ret-roactivity and render a determination of retroactivity meaningless, as a practical matter.","Third, if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could deprive petitioners of the benefit of Johnson’s retroactivity and render a determination of retroactivity meaningless as a practical matter. Because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now)."
