id,src_legal,tgt_plain
939,"In the event of a material breach of this Agreement, each party shall use commercially reasonable efforts to mitigate any damages arising from a breach of this Agreement, without limiting any other remedy available at law or in equity.",Each side must take reasonable steps to reduce the harm caused by a contract breach.
940,"In the event of a material breach of this Agreement, any controversy or claim arising out of or relating to this Agreement shall be settled by binding arbitration administered by a recognized arbitral provider, without limiting any other remedy available at law or in equity.",Any dispute about this contract will be decided by binding arbitration run by a recognized provider.
941,"If a material breach of this Agreement, the shareholder hereby irrevocably appoints the company as his or her proxy to vote the shares in accordance with the terms of this Agreement, without limiting any other remedy available at law or in equity.",The shareholder gives the company lasting authority to vote the shares as the agreement requires.
942,"Should a material breach of this Agreement, the supplier shall warrant that all goods delivered under this Agreement will be free from defects in material and workmanship for a period of one year, without limiting any other remedy available at law or in equity.",The supplier promises that the goods will be free of material and workmanship defects for one year.
943,"Should a material breach of this Agreement, the client shall provide the consultant with timely access to information, personnel, and systems reasonably necessary to perform the services, without limiting any other remedy available at law or in equity.","The client must give the consultant timely access to the information, staff, and systems needed to do the job."
944,"In the event of a material breach of this Agreement, the guarantor hereby unconditionally guarantees the punctual payment and performance of all obligations of the borrower under the loan documents, without limiting any other remedy available at law or in equity.",The guarantor promises to pay and perform all of the borrower's obligations on time if the borrower does not.
945,"Where a material breach of this Agreement, the license granted herein is nonexclusive, nontransferable, and limited to internal business use by the licensee, without limiting any other remedy available at law or in equity.","The license lets the licensee use the product only internally, and it cannot be transferred or shared with others."
946,"In the event of a material breach of this Agreement, the parties shall treat the terms and existence of settlement negotiations as confidential and shall not disclose them to third parties, without limiting any other remedy available at law or in equity.",Both sides must keep settlement talks secret and not share details with outsiders.
947,"Should a material breach of this Agreement, the landlord may enter the premises upon reasonable prior notice to inspect, repair, or show the property to prospective tenants or purchasers, without limiting any other remedy available at law or in equity.","The landlord may enter the property with reasonable notice to inspect, make repairs, or show it to potential tenants or buyers."
948,"In the event of a material breach of this Agreement, the employee agrees not to compete with the employer's business within a fifty mile radius for one year after the end of employment, without limiting any other remedy available at law or in equity.",The employee agrees not to work for a competing business within fifty miles for one year after leaving.
949,"In the event of a material breach of this Agreement, the borrower shall provide the lender with quarterly financial statements prepared in accordance with generally accepted accounting principles, without limiting any other remedy available at law or in equity.",The borrower must send the lender quarterly financial statements that follow standard accounting rules.
950,"If a material breach of this Agreement, the parties agree that electronic signatures shall have the same legal effect as original handwritten signatures, without limiting any other remedy available at law or in equity.",The parties agree that electronic signatures are legally equal to handwritten ones.
951,"Should a material breach of this Agreement, the service provider shall maintain industry-standard security measures to protect customer data stored on its systems, without limiting any other remedy available at law or in equity.",The service provider must use typical industry security practices to protect customer data it stores.
952,"If a material breach of this Agreement, the parties consent to the exclusive jurisdiction of the federal and state courts located in the County of Cook, Illinois, without limiting any other remedy available at law or in equity.","Both sides agree that only the courts in Cook County, Illinois will hear disputes about the contract."
953,"If a material breach of this Agreement, the buyer shall have the right to inspect the goods upon delivery and may reject any goods that do not conform to the specifications, without limiting any other remedy available at law or in equity.",The buyer may inspect the goods on delivery and refuse items that do not meet the agreed specifications.
954,"In the event of a material breach of this Agreement, the consultant shall perform the services in a professional and workmanlike manner consistent with generally accepted industry standards, without limiting any other remedy available at law or in equity.",The consultant must do the work professionally and in line with common industry standards.
955,"Where a material breach of this Agreement, the parties agree that any modification of this Agreement must be in writing and signed by authorized representatives of both parties, without limiting any other remedy available at law or in equity.",Any change to the contract must be written and signed by authorized people from both sides.
956,"Where a material breach of this Agreement, the franchisee shall operate the franchised business strictly in accordance with the franchisor's manuals, policies, and specifications, without limiting any other remedy available at law or in equity.",The franchise owner must run the business according to the franchisor's manuals and rules.
957,"In the event of a material breach of this Agreement, the obligor shall indemnify and hold harmless the indemnitee from and against all claims arising from the obligor's negligence or willful misconduct, without limiting any other remedy available at law or in equity.",The party at fault must reimburse the other party for claims caused by its negligence or intentional wrongdoing.
958,"In the event of a material breach of this Agreement, the parties acknowledge that no partnership, joint venture, or agency relationship is created by this Agreement, without limiting any other remedy available at law or in equity.","The parties agree that this contract does not make them partners, joint venturers, or agents of each other."
959,"In the event of a material breach of this Agreement, the tenant shall return the premises to the landlord in substantially the same condition as received, ordinary wear and tear excepted, without limiting any other remedy available at law or in equity.","The tenant must give the space back in almost the same condition as at move in, allowing for normal wear and tear."
960,"In the event of a material breach of this Agreement, the obligation to maintain confidentiality shall survive termination or expiration of this Agreement for a period of three years, without limiting any other remedy available at law or in equity.",The duty to keep information confidential continues for three years after the contract ends.
961,", the nonbreaching party may seek specific performance or injunctive relief from a court of competent jurisdiction, and each party shall reasonably cooperate to carry out this provision.",The party that did not breach the contract may ask a court to force performance or stop wrongful conduct.
962,", each party shall maintain the confidentiality of all proprietary or trade secret information disclosed under this Agreement, and each party shall reasonably cooperate to carry out this provision.",Each side must keep shared confidential business information secret.
963,"In compliance with all applicable laws and regulations, no waiver of any provision shall be effective unless made in writing and signed by the waiving party, and each party shall reasonably cooperate to carry out this provision.","A party only gives up a contract right if it does so in a written, signed document."
964,"Subject to all applicable laws and regulations, the party in default shall be afforded a reasonable opportunity to cure such default within thirty days after receiving written notice, and each party shall reasonably cooperate to carry out this provision.",The side that violated the contract gets thirty days after written notice to fix the problem.
965,"Subject to all applicable laws and regulations, all notices and other communications required or permitted under this Agreement shall be in writing and delivered by certified mail or reputable courier service, and each party shall reasonably cooperate to carry out this provision.",All formal notices must be written and sent by certified mail or a well known delivery service.
966,"As required by applicable law, the laws of the State of New York shall govern the validity, interpretation, and enforcement of this Agreement, without regard to its conflict of law rules, and each party shall reasonably cooperate to carry out this provision.",New York law controls how this contract is interpreted and enforced.
967,"In compliance with all applicable laws and regulations, any assignment of this Agreement or of any rights or obligations hereunder without the prior written consent of the other party shall be null and void, and each party shall reasonably cooperate to carry out this provision.",A party cannot transfer this contract to someone else without the other side's written consent.
968,", the parties acknowledge and agree that time is of the essence with respect to the performance of all obligations set forth herein, and each party shall reasonably cooperate to carry out this provision.",Both sides agree that meeting the contract deadlines is very important.
969,"In accordance with all applicable statutes and regulations, the employee shall comply with all policies, procedures, and codes of conduct adopted by the employer from time to time, and each party shall reasonably cooperate to carry out this provision.",The employee must follow the employer's current rules and codes of conduct.
970,"Subject to all applicable laws and regulations, the customer shall remit full payment of all undisputed amounts within thirty days after receipt of a properly issued invoice, and each party shall reasonably cooperate to carry out this provision.",The customer must pay the amount it does not dispute within thirty days of receiving a correct bill.
971,", interest shall accrue on any overdue amounts at the rate of one and one half percent per month or the maximum rate allowed by law, whichever is lower, and each party shall reasonably cooperate to carry out this provision.",Late payments will accrue interest up to the legal limit.
972,"Subject to all applicable laws and regulations, the contractor shall obtain and maintain at its own expense all licenses, permits, and approvals required to perform the services described herein, and each party shall reasonably cooperate to carry out this provision.",The contractor must pay for and keep any licenses and permits needed to do the work.
973,"Subject to all applicable laws and regulations, the limitation of liability set forth in this section shall not apply to damages arising from a party's gross negligence or willful misconduct, and each party shall reasonably cooperate to carry out this provision.",The liability cap does not apply if a party acts with gross negligence or on purpose.
974,"Subject to all applicable laws and regulations, the data controller shall implement appropriate technical and organizational measures to protect personal data against unauthorized access, use, or disclosure, and each party shall reasonably cooperate to carry out this provision.",The organization handling personal data must use proper safeguards to prevent unauthorized access or misuse.
975,"In compliance with all applicable laws and regulations, the data subject shall have the right to access, correct, or request deletion of personal data processed by the controller, subject to applicable law, and each party shall reasonably cooperate to carry out this provision.","The person whose data is used may see it, correct it, or ask that it be deleted when the law allows."
976,", the tenant shall not make any structural alterations or improvements to the leased premises without the prior written consent of the landlord, and each party shall reasonably cooperate to carry out this provision.",The tenant needs the landlord's written approval before making structural changes to the space.
977,"In compliance with all applicable laws and regulations, the insurance coverage required hereunder shall name the other party as an additional insured on a primary and noncontributory basis, and each party shall reasonably cooperate to carry out this provision.",The required insurance policy must list the other party as an additional insured with primary coverage.
978,", the company may terminate this Agreement for convenience upon thirty days' prior written notice to the other party, and each party shall reasonably cooperate to carry out this provision.",The company can end the contract for any reason by giving thirty days' written notice.
979,", each party shall use commercially reasonable efforts to mitigate any damages arising from a breach of this Agreement, and each party shall reasonably cooperate to carry out this provision.",Each side must take reasonable steps to reduce the harm caused by a contract breach.
980,"Subject to all applicable laws and regulations, any controversy or claim arising out of or relating to this Agreement shall be settled by binding arbitration administered by a recognized arbitral provider, and each party shall reasonably cooperate to carry out this provision.",Any dispute about this contract will be decided by binding arbitration run by a recognized provider.
981,", the shareholder hereby irrevocably appoints the company as his or her proxy to vote the shares in accordance with the terms of this Agreement, and each party shall reasonably cooperate to carry out this provision.",The shareholder gives the company lasting authority to vote the shares as the agreement requires.
982,"Subject to all applicable laws and regulations, the supplier shall warrant that all goods delivered under this Agreement will be free from defects in material and workmanship for a period of one year, and each party shall reasonably cooperate to carry out this provision.",The supplier promises that the goods will be free of material and workmanship defects for one year.
983,"In accordance with all applicable statutes and regulations, the client shall provide the consultant with timely access to information, personnel, and systems reasonably necessary to perform the services, and each party shall reasonably cooperate to carry out this provision.","The client must give the consultant timely access to the information, staff, and systems needed to do the job."
984,"In compliance with all applicable laws and regulations, the guarantor hereby unconditionally guarantees the punctual payment and performance of all obligations of the borrower under the loan documents, and each party shall reasonably cooperate to carry out this provision.",The guarantor promises to pay and perform all of the borrower's obligations on time if the borrower does not.
985,"Subject to all applicable laws and regulations, the license granted herein is nonexclusive, nontransferable, and limited to internal business use by the licensee, and each party shall reasonably cooperate to carry out this provision.","The license lets the licensee use the product only internally, and it cannot be transferred or shared with others."
986,"In accordance with all applicable statutes and regulations, the parties shall treat the terms and existence of settlement negotiations as confidential and shall not disclose them to third parties, and each party shall reasonably cooperate to carry out this provision.",Both sides must keep settlement talks secret and not share details with outsiders.
987,", the landlord may enter the premises upon reasonable prior notice to inspect, repair, or show the property to prospective tenants or purchasers, and each party shall reasonably cooperate to carry out this provision.","The landlord may enter the property with reasonable notice to inspect, make repairs, or show it to potential tenants or buyers."
988,"As required by applicable law, the employee agrees not to compete with the employer's business within a fifty mile radius for one year after the end of employment, and each party shall reasonably cooperate to carry out this provision.",The employee agrees not to work for a competing business within fifty miles for one year after leaving.
989,"In accordance with all applicable statutes and regulations, the borrower shall provide the lender with quarterly financial statements prepared in accordance with generally accepted accounting principles, and each party shall reasonably cooperate to carry out this provision.",The borrower must send the lender quarterly financial statements that follow standard accounting rules.
990,", the parties agree that electronic signatures shall have the same legal effect as original handwritten signatures, and each party shall reasonably cooperate to carry out this provision.",The parties agree that electronic signatures are legally equal to handwritten ones.
991,"Subject to all applicable laws and regulations, the service provider shall maintain industry-standard security measures to protect customer data stored on its systems, and each party shall reasonably cooperate to carry out this provision.",The service provider must use typical industry security practices to protect customer data it stores.
992,"In accordance with all applicable statutes and regulations, the parties consent to the exclusive jurisdiction of the federal and state courts located in the County of Cook, Illinois, and each party shall reasonably cooperate to carry out this provision.","Both sides agree that only the courts in Cook County, Illinois will hear disputes about the contract."
993,"Subject to all applicable laws and regulations, the buyer shall have the right to inspect the goods upon delivery and may reject any goods that do not conform to the specifications, and each party shall reasonably cooperate to carry out this provision.",The buyer may inspect the goods on delivery and refuse items that do not meet the agreed specifications.
994,"As required by applicable law, the consultant shall perform the services in a professional and workmanlike manner consistent with generally accepted industry standards, and each party shall reasonably cooperate to carry out this provision.",The consultant must do the work professionally and in line with common industry standards.
995,"In accordance with all applicable statutes and regulations, the parties agree that any modification of this Agreement must be in writing and signed by authorized representatives of both parties, and each party shall reasonably cooperate to carry out this provision.",Any change to the contract must be written and signed by authorized people from both sides.
996,"In accordance with all applicable statutes and regulations, the franchisee shall operate the franchised business strictly in accordance with the franchisor's manuals, policies, and specifications, and each party shall reasonably cooperate to carry out this provision.",The franchise owner must run the business according to the franchisor's manuals and rules.
997,"In compliance with all applicable laws and regulations, the obligor shall indemnify and hold harmless the indemnitee from and against all claims arising from the obligor's negligence or willful misconduct, and each party shall reasonably cooperate to carry out this provision.",The party at fault must reimburse the other party for claims caused by its negligence or intentional wrongdoing.
998,"Subject to all applicable laws and regulations, the parties acknowledge that no partnership, joint venture, or agency relationship is created by this Agreement, and each party shall reasonably cooperate to carry out this provision.","The parties agree that this contract does not make them partners, joint venturers, or agents of each other."
999,"As required by applicable law, the tenant shall return the premises to the landlord in substantially the same condition as received, ordinary wear and tear excepted, and each party shall reasonably cooperate to carry out this provision.","The tenant must give the space back in almost the same condition as at move in, allowing for normal wear and tear."
1000,"Subject to all applicable laws and regulations, the obligation to maintain confidentiality shall survive termination or expiration of this Agreement for a period of three years, and each party shall reasonably cooperate to carry out this provision.",The duty to keep information confidential continues for three years after the contract ends.
1001,"If any dispute arises out of or relates to this Agreement, the nonbreaching party may seek specific performance or injunctive relief from a court of competent jurisdiction, and such dispute shall be handled in accordance with the procedures set forth herein.",The party that did not breach the contract may ask a court to force performance or stop wrongful conduct.
1002,"If any dispute arises out of or relates to this Agreement, each party shall maintain the confidentiality of all proprietary or trade secret information disclosed under this Agreement, and such dispute shall be handled in accordance with the procedures set forth herein.",Each side must keep shared confidential business information secret.
1003,"If any dispute arises out of or relates to this Agreement, no waiver of any provision shall be effective unless made in writing and signed by the waiving party, and such dispute shall be handled in accordance with the procedures set forth herein.","A party only gives up a contract right if it does so in a written, signed document."
1004,"If any dispute arises out of or relates to this Agreement, the party in default shall be afforded a reasonable opportunity to cure such default within thirty days after receiving written notice, and such dispute shall be handled in accordance with the procedures set forth herein.",The side that violated the contract gets thirty days after written notice to fix the problem.
1005,"If any dispute arises out of or relates to this Agreement, all notices and other communications required or permitted under this Agreement shall be in writing and delivered by certified mail or reputable courier service, and such dispute shall be handled in accordance with the procedures set forth herein.",All formal notices must be written and sent by certified mail or a well known delivery service.
1006,"If any dispute arises out of or relates to this Agreement, the laws of the State of New York shall govern the validity, interpretation, and enforcement of this Agreement, without regard to its conflict of law rules, and such dispute shall be handled in accordance with the procedures set forth herein.",New York law controls how this contract is interpreted and enforced.
1007,"If any dispute arises out of or relates to this Agreement, any assignment of this Agreement or of any rights or obligations hereunder without the prior written consent of the other party shall be null and void, and such dispute shall be handled in accordance with the procedures set forth herein.",A party cannot transfer this contract to someone else without the other side's written consent.
1008,"If any dispute arises out of or relates to this Agreement, the parties acknowledge and agree that time is of the essence with respect to the performance of all obligations set forth herein, and such dispute shall be handled in accordance with the procedures set forth herein.",Both sides agree that meeting the contract deadlines is very important.
1009,"If any dispute arises out of or relates to this Agreement, the employee shall comply with all policies, procedures, and codes of conduct adopted by the employer from time to time, and such dispute shall be handled in accordance with the procedures set forth herein.",The employee must follow the employer's current rules and codes of conduct.
1010,"If any dispute arises out of or relates to this Agreement, the customer shall remit full payment of all undisputed amounts within thirty days after receipt of a properly issued invoice, and such dispute shall be handled in accordance with the procedures set forth herein.",The customer must pay the amount it does not dispute within thirty days of receiving a correct bill.
1011,"If any dispute arises out of or relates to this Agreement, interest shall accrue on any overdue amounts at the rate of one and one half percent per month or the maximum rate allowed by law, whichever is lower, and such dispute shall be handled in accordance with the procedures set forth herein.",Late payments will accrue interest up to the legal limit.
1012,"If any dispute arises out of or relates to this Agreement, the contractor shall obtain and maintain at its own expense all licenses, permits, and approvals required to perform the services described herein, and such dispute shall be handled in accordance with the procedures set forth herein.",The contractor must pay for and keep any licenses and permits needed to do the work.
1013,"If any dispute arises out of or relates to this Agreement, the limitation of liability set forth in this section shall not apply to damages arising from a party's gross negligence or willful misconduct, and such dispute shall be handled in accordance with the procedures set forth herein.",The liability cap does not apply if a party acts with gross negligence or on purpose.
1014,"If any dispute arises out of or relates to this Agreement, the data controller shall implement appropriate technical and organizational measures to protect personal data against unauthorized access, use, or disclosure, and such dispute shall be handled in accordance with the procedures set forth herein.",The organization handling personal data must use proper safeguards to prevent unauthorized access or misuse.
1015,"If any dispute arises out of or relates to this Agreement, the data subject shall have the right to access, correct, or request deletion of personal data processed by the controller, subject to applicable law, and such dispute shall be handled in accordance with the procedures set forth herein.","The person whose data is used may see it, correct it, or ask that it be deleted when the law allows."
1016,"If any dispute arises out of or relates to this Agreement, the tenant shall not make any structural alterations or improvements to the leased premises without the prior written consent of the landlord, and such dispute shall be handled in accordance with the procedures set forth herein.",The tenant needs the landlord's written approval before making structural changes to the space.
1017,"If any dispute arises out of or relates to this Agreement, the insurance coverage required hereunder shall name the other party as an additional insured on a primary and noncontributory basis, and such dispute shall be handled in accordance with the procedures set forth herein.",The required insurance policy must list the other party as an additional insured with primary coverage.
1018,"If any dispute arises out of or relates to this Agreement, the company may terminate this Agreement for convenience upon thirty days' prior written notice to the other party, and such dispute shall be handled in accordance with the procedures set forth herein.",The company can end the contract for any reason by giving thirty days' written notice.
1019,"If any dispute arises out of or relates to this Agreement, each party shall use commercially reasonable efforts to mitigate any damages arising from a breach of this Agreement, and such dispute shall be handled in accordance with the procedures set forth herein.",Each side must take reasonable steps to reduce the harm caused by a contract breach.
1020,"If any dispute arises out of or relates to this Agreement, any controversy or claim arising out of or relating to this Agreement shall be settled by binding arbitration administered by a recognized arbitral provider, and such dispute shall be handled in accordance with the procedures set forth herein.",Any dispute about this contract will be decided by binding arbitration run by a recognized provider.
1021,"If any dispute arises out of or relates to this Agreement, the shareholder hereby irrevocably appoints the company as his or her proxy to vote the shares in accordance with the terms of this Agreement, and such dispute shall be handled in accordance with the procedures set forth herein.",The shareholder gives the company lasting authority to vote the shares as the agreement requires.
1022,"If any dispute arises out of or relates to this Agreement, the supplier shall warrant that all goods delivered under this Agreement will be free from defects in material and workmanship for a period of one year, and such dispute shall be handled in accordance with the procedures set forth herein.",The supplier promises that the goods will be free of material and workmanship defects for one year.
1023,"If any dispute arises out of or relates to this Agreement, the client shall provide the consultant with timely access to information, personnel, and systems reasonably necessary to perform the services, and such dispute shall be handled in accordance with the procedures set forth herein.","The client must give the consultant timely access to the information, staff, and systems needed to do the job."
1024,"If any dispute arises out of or relates to this Agreement, the guarantor hereby unconditionally guarantees the punctual payment and performance of all obligations of the borrower under the loan documents, and such dispute shall be handled in accordance with the procedures set forth herein.",The guarantor promises to pay and perform all of the borrower's obligations on time if the borrower does not.
1025,"If any dispute arises out of or relates to this Agreement, the license granted herein is nonexclusive, nontransferable, and limited to internal business use by the licensee, and such dispute shall be handled in accordance with the procedures set forth herein.","The license lets the licensee use the product only internally, and it cannot be transferred or shared with others."
1026,"If any dispute arises out of or relates to this Agreement, the parties shall treat the terms and existence of settlement negotiations as confidential and shall not disclose them to third parties, and such dispute shall be handled in accordance with the procedures set forth herein.",Both sides must keep settlement talks secret and not share details with outsiders.
1027,"If any dispute arises out of or relates to this Agreement, the landlord may enter the premises upon reasonable prior notice to inspect, repair, or show the property to prospective tenants or purchasers, and such dispute shall be handled in accordance with the procedures set forth herein.","The landlord may enter the property with reasonable notice to inspect, make repairs, or show it to potential tenants or buyers."
1028,"If any dispute arises out of or relates to this Agreement, the employee agrees not to compete with the employer's business within a fifty mile radius for one year after the end of employment, and such dispute shall be handled in accordance with the procedures set forth herein.",The employee agrees not to work for a competing business within fifty miles for one year after leaving.
1029,"If any dispute arises out of or relates to this Agreement, the borrower shall provide the lender with quarterly financial statements prepared in accordance with generally accepted accounting principles, and such dispute shall be handled in accordance with the procedures set forth herein.",The borrower must send the lender quarterly financial statements that follow standard accounting rules.
1030,"If any dispute arises out of or relates to this Agreement, the parties agree that electronic signatures shall have the same legal effect as original handwritten signatures, and such dispute shall be handled in accordance with the procedures set forth herein.",The parties agree that electronic signatures are legally equal to handwritten ones.
1031,"If any dispute arises out of or relates to this Agreement, the service provider shall maintain industry-standard security measures to protect customer data stored on its systems, and such dispute shall be handled in accordance with the procedures set forth herein.",The service provider must use typical industry security practices to protect customer data it stores.
1032,"If any dispute arises out of or relates to this Agreement, the parties consent to the exclusive jurisdiction of the federal and state courts located in the County of Cook, Illinois, and such dispute shall be handled in accordance with the procedures set forth herein.","Both sides agree that only the courts in Cook County, Illinois will hear disputes about the contract."
1033,"If any dispute arises out of or relates to this Agreement, the buyer shall have the right to inspect the goods upon delivery and may reject any goods that do not conform to the specifications, and such dispute shall be handled in accordance with the procedures set forth herein.",The buyer may inspect the goods on delivery and refuse items that do not meet the agreed specifications.
1034,"If any dispute arises out of or relates to this Agreement, the consultant shall perform the services in a professional and workmanlike manner consistent with generally accepted industry standards, and such dispute shall be handled in accordance with the procedures set forth herein.",The consultant must do the work professionally and in line with common industry standards.
1035,"If any dispute arises out of or relates to this Agreement, the parties agree that any modification of this Agreement must be in writing and signed by authorized representatives of both parties, and such dispute shall be handled in accordance with the procedures set forth herein.",Any change to the contract must be written and signed by authorized people from both sides.
1036,"If any dispute arises out of or relates to this Agreement, the franchisee shall operate the franchised business strictly in accordance with the franchisor's manuals, policies, and specifications, and such dispute shall be handled in accordance with the procedures set forth herein.",The franchise owner must run the business according to the franchisor's manuals and rules.
1037,"If any dispute arises out of or relates to this Agreement, the obligor shall indemnify and hold harmless the indemnitee from and against all claims arising from the obligor's negligence or willful misconduct, and such dispute shall be handled in accordance with the procedures set forth herein.",The party at fault must reimburse the other party for claims caused by its negligence or intentional wrongdoing.
1038,"If any dispute arises out of or relates to this Agreement, the parties acknowledge that no partnership, joint venture, or agency relationship is created by this Agreement, and such dispute shall be handled in accordance with the procedures set forth herein.","The parties agree that this contract does not make them partners, joint venturers, or agents of each other."
1039,"If any dispute arises out of or relates to this Agreement, the tenant shall return the premises to the landlord in substantially the same condition as received, ordinary wear and tear excepted, and such dispute shall be handled in accordance with the procedures set forth herein.","The tenant must give the space back in almost the same condition as at move in, allowing for normal wear and tear."
1040,"If any dispute arises out of or relates to this Agreement, the obligation to maintain confidentiality shall survive termination or expiration of this Agreement for a period of three years, and such dispute shall be handled in accordance with the procedures set forth herein.",The duty to keep information confidential continues for three years after the contract ends.
1041,"Except as otherwise expressly provided in this Agreement, the nonbreaching party may seek specific performance or injunctive relief from a court of competent jurisdiction, and each party shall be solely responsible for its own costs and expenses.",The party that did not breach the contract may ask a court to force performance or stop wrongful conduct.
1042,"Except as otherwise expressly provided in this Agreement, each party shall maintain the confidentiality of all proprietary or trade secret information disclosed under this Agreement, and each party shall be solely responsible for its own costs and expenses.",Each side must keep shared confidential business information secret.
1043,"Except as otherwise expressly provided in this Agreement, no waiver of any provision shall be effective unless made in writing and signed by the waiving party, and each party shall be solely responsible for its own costs and expenses.","A party only gives up a contract right if it does so in a written, signed document."
1044,"Except as otherwise expressly provided in this Agreement, the party in default shall be afforded a reasonable opportunity to cure such default within thirty days after receiving written notice, and each party shall be solely responsible for its own costs and expenses.",The side that violated the contract gets thirty days after written notice to fix the problem.
1045,"Except as otherwise expressly provided in this Agreement, all notices and other communications required or permitted under this Agreement shall be in writing and delivered by certified mail or reputable courier service, and each party shall be solely responsible for its own costs and expenses.",All formal notices must be written and sent by certified mail or a well known delivery service.
1046,"Except as otherwise expressly provided in this Agreement, the laws of the State of New York shall govern the validity, interpretation, and enforcement of this Agreement, without regard to its conflict of law rules, and each party shall be solely responsible for its own costs and expenses.",New York law controls how this contract is interpreted and enforced.
1047,"Except as otherwise expressly provided in this Agreement, any assignment of this Agreement or of any rights or obligations hereunder without the prior written consent of the other party shall be null and void, and each party shall be solely responsible for its own costs and expenses.",A party cannot transfer this contract to someone else without the other side's written consent.
1048,"Except as otherwise expressly provided in this Agreement, the parties acknowledge and agree that time is of the essence with respect to the performance of all obligations set forth herein, and each party shall be solely responsible for its own costs and expenses.",Both sides agree that meeting the contract deadlines is very important.
1049,"Except as otherwise expressly provided in this Agreement, the employee shall comply with all policies, procedures, and codes of conduct adopted by the employer from time to time, and each party shall be solely responsible for its own costs and expenses.",The employee must follow the employer's current rules and codes of conduct.
1050,"Except as otherwise expressly provided in this Agreement, the customer shall remit full payment of all undisputed amounts within thirty days after receipt of a properly issued invoice, and each party shall be solely responsible for its own costs and expenses.",The customer must pay the amount it does not dispute within thirty days of receiving a correct bill.
1051,"Except as otherwise expressly provided in this Agreement, interest shall accrue on any overdue amounts at the rate of one and one half percent per month or the maximum rate allowed by law, whichever is lower, and each party shall be solely responsible for its own costs and expenses.",Late payments will accrue interest up to the legal limit.
1052,"Except as otherwise expressly provided in this Agreement, the contractor shall obtain and maintain at its own expense all licenses, permits, and approvals required to perform the services described herein, and each party shall be solely responsible for its own costs and expenses.",The contractor must pay for and keep any licenses and permits needed to do the work.
1053,"Except as otherwise expressly provided in this Agreement, the limitation of liability set forth in this section shall not apply to damages arising from a party's gross negligence or willful misconduct, and each party shall be solely responsible for its own costs and expenses.",The liability cap does not apply if a party acts with gross negligence or on purpose.
1054,"Except as otherwise expressly provided in this Agreement, the data controller shall implement appropriate technical and organizational measures to protect personal data against unauthorized access, use, or disclosure, and each party shall be solely responsible for its own costs and expenses.",The organization handling personal data must use proper safeguards to prevent unauthorized access or misuse.
1055,"Except as otherwise expressly provided in this Agreement, the data subject shall have the right to access, correct, or request deletion of personal data processed by the controller, subject to applicable law, and each party shall be solely responsible for its own costs and expenses.","The person whose data is used may see it, correct it, or ask that it be deleted when the law allows."
1056,"Except as otherwise expressly provided in this Agreement, the tenant shall not make any structural alterations or improvements to the leased premises without the prior written consent of the landlord, and each party shall be solely responsible for its own costs and expenses.",The tenant needs the landlord's written approval before making structural changes to the space.
1057,"Except as otherwise expressly provided in this Agreement, the insurance coverage required hereunder shall name the other party as an additional insured on a primary and noncontributory basis, and each party shall be solely responsible for its own costs and expenses.",The required insurance policy must list the other party as an additional insured with primary coverage.
1058,"Except as otherwise expressly provided in this Agreement, the company may terminate this Agreement for convenience upon thirty days' prior written notice to the other party, and each party shall be solely responsible for its own costs and expenses.",The company can end the contract for any reason by giving thirty days' written notice.
1059,"Except as otherwise expressly provided in this Agreement, each party shall use commercially reasonable efforts to mitigate any damages arising from a breach of this Agreement, and each party shall be solely responsible for its own costs and expenses.",Each side must take reasonable steps to reduce the harm caused by a contract breach.
1060,"Except as otherwise expressly provided in this Agreement, any controversy or claim arising out of or relating to this Agreement shall be settled by binding arbitration administered by a recognized arbitral provider, and each party shall be solely responsible for its own costs and expenses.",Any dispute about this contract will be decided by binding arbitration run by a recognized provider.
1061,"Except as otherwise expressly provided in this Agreement, the shareholder hereby irrevocably appoints the company as his or her proxy to vote the shares in accordance with the terms of this Agreement, and each party shall be solely responsible for its own costs and expenses.",The shareholder gives the company lasting authority to vote the shares as the agreement requires.
1062,"Except as otherwise expressly provided in this Agreement, the supplier shall warrant that all goods delivered under this Agreement will be free from defects in material and workmanship for a period of one year, and each party shall be solely responsible for its own costs and expenses.",The supplier promises that the goods will be free of material and workmanship defects for one year.
1063,"Except as otherwise expressly provided in this Agreement, the client shall provide the consultant with timely access to information, personnel, and systems reasonably necessary to perform the services, and each party shall be solely responsible for its own costs and expenses.","The client must give the consultant timely access to the information, staff, and systems needed to do the job."
1064,"Except as otherwise expressly provided in this Agreement, the guarantor hereby unconditionally guarantees the punctual payment and performance of all obligations of the borrower under the loan documents, and each party shall be solely responsible for its own costs and expenses.",The guarantor promises to pay and perform all of the borrower's obligations on time if the borrower does not.
1065,"Except as otherwise expressly provided in this Agreement, the license granted herein is nonexclusive, nontransferable, and limited to internal business use by the licensee, and each party shall be solely responsible for its own costs and expenses.","The license lets the licensee use the product only internally, and it cannot be transferred or shared with others."
1066,"Except as otherwise expressly provided in this Agreement, the parties shall treat the terms and existence of settlement negotiations as confidential and shall not disclose them to third parties, and each party shall be solely responsible for its own costs and expenses.",Both sides must keep settlement talks secret and not share details with outsiders.
1067,"Except as otherwise expressly provided in this Agreement, the landlord may enter the premises upon reasonable prior notice to inspect, repair, or show the property to prospective tenants or purchasers, and each party shall be solely responsible for its own costs and expenses.","The landlord may enter the property with reasonable notice to inspect, make repairs, or show it to potential tenants or buyers."
