id,src_legal,tgt_plain
245,It is well established by decisions of this Court that the power to regulate commerce includes the power to regulate the prices at which commodities in that commerce are dealt in and practices affecting such prices.,It is well established by decisions of this Court that the power to regulate commerce includes the power to regulate the prices at which goods in that commerce are dealt in and practices affecting such prices.
246,One of the primary purposes of the Act in question was to increase the market price of wheat and to that end to limit the volume thereof that could affect the market.,One of the primary purposes of the Act in question was to increase the market price of wheat and to that end to limit the volume of it that could affect the market.
247,It can hardly be denied that a factor of such volume and variability as home-consumed wheat would have a substantial influence on price and market conditions.,It can hardly be denied that a factor of such volume and variability as home-consumed wheat would have a substantial influence on price and market conditions.
248,Congress may properly have considered that wheat consumed on the farm where grown if wholly outside the scheme of regulation would have a substantial effect in defeating and obstructing its purpose to stimulate trade therein at increased prices.,Congress may properly have considered that wheat consumed on the farm where grown if wholly outside the plan of regulation would have a substantial effect in defeating and obstructing its purpose to stimulate trade in it at increased prices.
249,"It is said, however, that this Act, forcing some farmers into the market to buy what they could provide for themselves, is an unfair promotion of the markets and prices of specializing wheat growers.","It is said, however, that this Act, forcing some farmers into the market to buy what they could provide for themselves, is an unfair promotion of the markets and prices of wheat growers who specialize."
250,It is of the essence of regulation that it lays a restraining hand on the selfinterest of the regulated and that advantages from the regulation commonly fall to others.,It is of the essence of regulation that it places a restraining hand on the self-interest of the regulated and that advantages from the regulation commonly fall to others.
251,"And with the wisdom, workability, or fairness, of the plan of regulation we have nothing to do.","And with the wisdom, workability, or fairness of the plan of regulation we have nothing to do."
252,Because of the conclusion reached as to the merits we need not consider the question whether these appellants would be proper parties if our decision were otherwise.,Because of the conclusion reached as to the merits we need not consider the question whether these persons appealing would be proper parties if our decision were otherwise.
253,"After discussing and affirming the cases stating that such activities were 'local,' and could be regulated under the Commerce Clause only if by virtue of special circumstances their effects upon interstate commerce were 'direct,' the opinion of the Court stated certain principles.","After discussing and confirming the cases stating that such activities were 'local,' and could be regulated under the Commerce Clause only if by virtue of special circumstances their effects upon commerce between states were 'direct,' the opinion of the Court stated certain principles."
254,"The distinction between a direct and an indirect effect turns, not upon the magnitude of either the cause or the effect, but entirely upon the manner in which the effect has been brought about.","The distinction between a direct and an indirect effect turns not upon the size of either the cause or the effect, but entirely upon the manner in which the effect has been brought about."
255,"The matter of degree has no bearing upon the question here, since that question is not what is the extent of the local activity or condition, or the extent of the effect produced upon interstate commerce, but what is the relation between the activity or condition and the effect.","The matter of degree has no bearing upon the question here, since that question is not what is the extent of the local activity or condition, or the extent of the effect produced upon commerce between states, but what is the relation between the activity or condition and the effect."
256,"The first charges a conspiracy to violate the Espionage Act of June 15, 1917, to cause insubordination in the military and naval forces of the United States, and to obstruct the recruiting and enlistment service of the United States.","The first charges a conspiracy to violate the Espionage Act of June 15, 1917, to cause disobedience in the military and naval forces of the United States, and to obstruct the recruiting and enlistment service of the United States."
257,The defendant willfully conspired to have printed and circulated to men who had been called and accepted for military service a document set forth and alleged to be calculated to cause such insubordination and obstruction.,The defendant intentionally conspired to have printed and circulated to men who had been called and accepted for military service a document set forth and claimed to be calculated to cause such disobedience and obstruction.
258,"The count alleges overt acts in pursuance of the conspiracy, ending in the distribution of the document set forth.","The count claims overt acts in pursuit of the conspiracy, ending in the distribution of the document set forth."
259,"The second count alleges a conspiracy to commit an offense against the United States, to-wit, to use the mails for the transmission of matter declared to be non-mailable.","The second count claims a conspiracy to commit an offense against the United States, namely, to use the mails for the transmission of matter declared to be non-mailable."
260,The third count charges an unlawful use of the mails for the transmission of the same matter and otherwise as above.,The third count charges an unlawful use of the mails for the transmission of the same matter and otherwise as above.
261,"They set up the First Amendment to the Constitution forbidding Congress to make any law abridging the freedom of speech, or of the press, and bringing the case here on that ground have argued some other points also of which we must dispose.","They set up the First Amendment to the Constitution forbidding Congress to make any law reducing the freedom of speech, or of the press, and bringing the case here on that ground have argued some other points also of which we must dispose."
262,"It is argued that the evidence, if admissible, was not sufficient to prove that the defendant Schenck was concerned in sending the documents.","It is argued that the evidence, if admissible, was not sufficient to prove that the defendant Schenck was involved in sending the documents."
263,According to the testimony Schenck said he was general secretary of the Socialist party and had charge of the Socialist headquarters from which the documents were sent.,According to the testimony Schenck said he was general secretary of the Socialist party and had charge of the Socialist headquarters from which the documents were sent.
264,"Without going into confirmatory details that were proved, no reasonable man could doubt that the defendant Schenck was largely instrumental in sending the circulars about.","Without going into confirming details that were proved, no reasonable person could doubt that the defendant Schenck was largely involved in sending the circulars about."
265,As to the defendant Baer there was evidence that she was a member of the Executive Board and that the minutes of its transactions were hers.,As to the defendant Baer there was evidence that she was a member of the Executive Board and that the minutes of its transactions were hers.
266,The argument as to the sufficiency of the evidence that the defendants conspired to send the documents only impairs the seriousness of the real defence.,The argument as to the sufficiency of the evidence that the defendants conspired to send the documents only weakens the seriousness of the real defense.
267,"It is objected that the documentary evidence was not admissible because obtained upon a search warrant, valid so far as appears.","It is objected that the documentary evidence was not admissible because obtained upon a search warrant, valid so far as appears."
268,The search warrant did not issue against the defendant but against the Socialist headquarters at 1326 Arch street and it would seem that the documents technically were not even in the defendants' possession.,The search warrant was not issued against the defendant but against the Socialist headquarters at 1326 Arch street and it would seem that the documents technically were not even in the defendants' possession.
269,Notwithstanding some protest in argument the notion that evidence even directly proceeding from the defendant in a criminal proceeding is excluded in all cases by the Fifth Amendment is plainly unsound.,Despite some protest in argument the notion that evidence even directly proceeding from the defendant in a criminal proceeding is excluded in all cases by the Fifth Amendment is plainly unsound.
270,"The document in question upon its first printed side recited the first section of the Thirteenth Amendment, said that the idea embodied in it was violated by the conscription act and that a conscript is little better than a.","The document in question upon its first printed side recited the first section of the Thirteenth Amendment, said that the idea embodied in it was violated by the conscription act and that a conscript is little better than a."
271,"It said, 'Do not submit to intimidation,' but in form at least confined itself to peaceful measures such as a petition for the repeal of the act.","It said, 'Do not submit to intimidation,' but in form at least confined itself to peaceful measures such as a petition for the repeal of the act."
272,The other and later printed side of the sheet was headed 'Assert Your Rights.',The other and later printed side of the sheet was headed 'Assert Your Rights.'
273,It stated reasons for alleging that any one violated the Constitution when he refused to recognize 'your right to assert your opposition to the draft.',It stated reasons for claiming that anyone violated the Constitution when he refused to recognize 'your right to assert your opposition to the draft.'
274,"It described the arguments on the other side as coming from cunning politicians and a mercenary capitalist press, and even silent consent to the conscription law as helping to support an infamous conspiracy.","It described the arguments on the other side as coming from cunning politicians and a greedy capitalist press, and even silent consent to the conscription law as helping to support an infamous conspiracy."
275,"It denied the power to send our citizens away to foreign shores to shoot up the people of other lands, and added that words could not express the condemnation such cold-blooded ruthlessness deserves.","It denied the power to send our citizens away to foreign shores to shoot up the people of other lands, and added that words could not express the condemnation such cold-blooded ruthlessness deserves."
276,"Of course the document would not have been sent unless it had been intended to have some effect, and we do not see what effect it could be expected to have upon persons subject to the draft except to influence them to obstruct the carrying of it out.","Of course the document would not have been sent unless it had been intended to have some effect, and we do not see what effect it could be expected to have upon persons subject to the draft except to influence them to obstruct the carrying of it out."
277,The defendants do not deny that the jury might find against them on this point.,The defendants do not deny that the jury might find against them on this point.
278,"But it is said, suppose that that was the tendency of this circular, it is protected by the First Amendment to the Constitution.","But it is said, suppose that that was the tendency of this circular, it is protected by the First Amendment to the Constitution."
279,The question in every case is whether the words used are used in such circumstances and are of such a nature as to create a clear and present danger that they will bring about the substantive evils that Congress has a right to prevent.,The question in every case is whether the words used are used in such circumstances and are of such a nature as to create a clear and present danger that they will bring about the substantial evils that Congress has a right to prevent.
280,It is a question of proximity and degree.,It is a question of closeness and degree.
281,When a nation is at war many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight and that no Court could regard them as protected by any constitutional right.,When a nation is at war many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be tolerated so long as men fight and that no Court could regard them as protected by any constitutional right.
282,"It seems to be admitted that if an actual obstruction of the recruiting service were proved, liability for words that produced that effect might be enforced.","It seems to be admitted that if an actual obstruction of the recruiting service were proved, liability for words that produced that effect might be enforced."
283,The statute punishes conspiracies to obstruct as well as actual obstruction.,The statute punishes conspiracies to obstruct as well as actual obstruction.
284,"If the act (speaking, or circulating a paper), its tendency and the intent with which it is done are the same, we perceive no ground for saying that success alone warrants making the act a crime.","If the act (speaking, or circulating a paper), its tendency and the intent with which it is done are the same, we see no ground for saying that success alone warrants making the act a crime."
285,Two of the strongest expressions are said to be quoted respectively from well-known public men.,Two of the strongest expressions are said to be quoted respectively from well-known public men.
286,"It well may be that the prohibition of laws abridging the freedom of speech is not confined to previous restraints, although to prevent them may have been the main purpose.","It well may be that the prohibition of laws reducing the freedom of speech is not confined to previous restraints, although to prevent them may have been the main purpose."
287,We admit that in many places and in ordinary times the defendants in saying all that was said in the circular would have been within their constitutional rights.,We admit that in many places and in ordinary times the defendants in saying all that was said in the circular would have been within their constitutional rights.
288,But the character of every act depends upon the circumstances in which it is done.,But the character of every act depends upon the circumstances in which it is done.
289,The most stringent protection of free speech would not protect a man in falsely shouting fire in a theatre and causing a panic.,The most strict protection of free speech would not protect a man in falsely shouting fire in a theatre and causing a panic.
290,It does not even protect a man from an injunction against uttering words that may have all the effect of force.,It does not even protect a man from a court order against uttering words that may have all the effect of force.
291,The question in every case is whether the words used are used in such circumstances and are of such a nature as to create a clear and present danger.,The question in every case is whether the words used are used in such circumstances and are of such a nature as to create a clear and present danger.
292,When a nation is at war many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured.,When a nation is at war many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be tolerated.
293,"It seems to be admitted that if an actual obstruction of the recruiting service were proved, liability for words that produced that effect might be enforced.","It seems to be admitted that if an actual obstruction of the recruiting service were proved, liability for words that produced that effect might be enforced."
294,The statute punishes conspiracies to obstruct as well as actual obstruction.,The statute punishes conspiracies to obstruct as well as actual obstruction.
295,If the act speaking or circulating a paper its tendency and the intent with which it is done are the same we perceive no ground for saying that success alone warrants making the act a crime.,If the act speaking or circulating a paper its tendency and the intent with which it is done are the same we see no ground for saying that success alone warrants making the act a crime.
296,It well may be that the prohibition of laws abridging the freedom of speech is not confined to previous restraints although to prevent them may have been the main purpose.,It well may be that the prohibition of laws reducing the freedom of speech is not confined to previous restraints although to prevent them may have been the main purpose.
297,We admit that in many places and in ordinary times the defendants in saying all that was said in the circular would have been within their constitutional rights.,We admit that in many places and in ordinary times the defendants in saying all that was said in the circular would have been within their constitutional rights.
298,But the character of every act depends upon the circumstances in which it is done.,But the character of every act depends upon the circumstances in which it is done.
299,The most stringent protection of free speech would not protect a man in falsely shouting fire in a theatre and causing a panic.,The most strict protection of free speech would not protect a man in falsely shouting fire in a theatre and causing a panic.
300,It does not even protect a man from an injunction against uttering words that may have all the effect of force.,It does not even protect a man from a court order against uttering words that may have all the effect of force.
301,"It well may be that the prohibition of laws abridging the freedom of speech is not confined to previous restraints, although to prevent them may have been the main purpose.","It well may be that the prohibition of laws reducing the freedom of speech is not confined to previous restraints, although to prevent them may have been the main purpose."
302,We admit that in many places and in ordinary times the defendants in saying all that was said in the circular would have been within their constitutional rights.,We admit that in many places and in ordinary times the defendants in saying all that was said in the circular would have been within their constitutional rights.
303,But the character of every act depends upon the circumstances in which it is done.,But the character of every act depends upon the circumstances in which it is done.
304,When a nation is at war many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight and that no Court could regard them as protected by any constitutional right.,When a nation is at war many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be tolerated so long as men fight and that no Court could regard them as protected by any constitutional right.
305,"It seems to be admitted that if an actual obstruction of the recruiting service were proved, liability for words that produced that effect might be enforced.","It seems to be admitted that if an actual obstruction of the recruiting service were proved, liability for words that produced that effect might be enforced."
306,The statute punishes conspiracies to obstruct as well as actual obstruction.,The statute punishes conspiracies to obstruct as well as actual obstruction.
307,"If the act, (speaking, or circulating a paper,) its tendency and the intent with which it is done are the same, we perceive no ground for saying that success alone warrants making the act a crime.","If the act, (speaking, or circulating a paper,) its tendency and the intent with which it is done are the same, we see no ground for saying that success alone justifies making the act a crime."
308,It was not argued that a conspiracy to obstruct the draft was not within the words of the Act of 1917.,It was not argued that a conspiracy to obstruct the draft was not within the words of the Act of 1917.
309,It is put as an alternative to enlistment or voluntary enrollment in this act.,It is put as an alternative to enlistment or voluntary enrollment in this act.
310,"The fact that the Act of 1917 was enlarged by the amending Act of May 16, 1918, of course, does not affect the present indictment and would not, even if the former act had been repealed.","The fact that the Act of 1917 was enlarged by the amending Act of May 16, 1918, of course, does not affect the present indictment and would not, even if the former act had been repealed."
311,"On the morning of March 31, 1966, David Paul O'Brien and three companions burned their Selective Service registration certificates on the steps of the South Boston Courthouse.","On the morning of March 31, 1966, David Paul O'Brien and three companions burned their Selective Service registration certificates on the steps of the South Boston Courthouse."
312,"A sizable crowd, including several agents of the Federal Bureau of Investigation, witnessed the event.","A large crowd, including several agents of the Federal Bureau of Investigation, witnessed the event."
313,An FBI agent ushered O'Brien to safety inside the courthouse.,An FBI agent escorted O'Brien to safety inside the courthouse.
314,"After he was advised of his right to counsel and to silence, O'Brien stated to FBI agents that he had burned his registration certificate because of his beliefs, knowing that he was violating federal law.","After he was advised of his right to a lawyer and to silence, O'Brien stated to FBI agents that he had burned his registration certificate because of his beliefs, knowing that he was violating federal law."
315,"For this act, O'Brien was indicted, tried, convicted, and sentenced in the United States District Court for the District of Massachusetts.","For this act, O'Brien was charged, tried, convicted, and sentenced in the United States District Court for the District of Massachusetts."
316,"He stated in argument to the jury that he burned the certificate publicly to influence others to adopt his antiwar beliefs, as he put it, 'so that other people would reevaluate their positions with Selective Service, with the armed forces, and reevaluate their place in the culture of today, to hopefully consider my position.'","He stated in argument to the jury that he burned the certificate publicly to influence others to adopt his antiwar beliefs, as he put it, 'so that other people would rethink their positions with Selective Service, with the armed forces, and rethink their place in the culture of today, to hopefully consider my position.'"
317,"The indictment upon which he was tried charged that he 'willfully and knowingly did multilate, destroy, and change by burning his Registration Certificate in violation of Title 50, App., United States Code, Section 462(b).'","The indictment upon which he was tried charged that he 'intentionally and knowingly did mutilate, destroy, and change by burning his Registration Certificate in violation of Title 50, Appendix, United States Code, Section 462(b).'"
318,"By the 1965 Amendment, Congress added to § 12(b)(3) of the 1948 Act the provision here at issue, subjecting to criminal liability not only one who 'forges, alters, or in any manner changes' but also one who 'knowingly destroys (or) knowingly mutilates' a certificate.","By the 1965 Amendment, Congress added to section 12(b)(3) of the 1948 Act the provision here at issue, subjecting to criminal liability not only one who 'forges, alters, or in any manner changes' but also one who 'knowingly destroys (or) knowingly mutilates' a certificate."
319,"We note at the outset that the 1965 Amendment plainly does not abridge free speech on its face, and we do not understand O'Brien to argue otherwise.","We note at the outset that the 1965 Amendment plainly does not reduce free speech on its face, and we do not understand O'Brien to argue otherwise."
320,"The Amendment does not distinguish between public and private destruction, and it does not punish only destruction engaged in for the purpose of expressing views.","The Amendment does not distinguish between public and private destruction, and it does not punish only destruction engaged in for the purpose of expressing views."
321,"A law prohibiting destruction of Selective Service certificates no more abridges free speech on its face than a motor vehicle law prohibiting the destruction of drivers' licenses, or a tax law prohibiting the destruction of books and records.","A law prohibiting destruction of Selective Service certificates no more reduces free speech on its face than a motor vehicle law prohibiting the destruction of drivers' licenses, or a tax law prohibiting the destruction of books and records."
322,"O'Brien nonetheless argues that the 1965 Amendment is unconstitutional in its application to him, and is unconstitutional as enacted because what he calls the 'purpose' of Congress was 'to suppress freedom of speech.'","O'Brien nonetheless argues that the 1965 Amendment is unconstitutional in its application to him, and is unconstitutional as passed because what he calls the 'purpose' of Congress was 'to suppress freedom of speech.'"
323,O'Brien first argues that the 1965 Amendment is unconstitutional as applied to him because his act of burning his registration certificate was protected 'symbolic speech' within the First Amendment.,O'Brien first argues that the 1965 Amendment is unconstitutional as applied to him because his act of burning his registration certificate was protected 'symbolic speech' within the First Amendment.
324,"His argument is that the freedom of expression which the First Amendment guarantees includes all modes of 'communication of ideas by conduct,' and that his conduct is within this definition because he did it in 'demonstration against the war and against the draft.'","His argument is that the freedom of expression which the First Amendment guarantees includes all modes of 'communication of ideas by conduct,' and that his conduct is within this definition because he did it in 'demonstration against the war and against the draft.'"
325,"However, even on the assumption that the alleged communicative element in O'Brien's conduct is sufficient to bring into play the First Amendment, it does not necessarily follow that the destruction of a registration certificate is constitutionally protected activity.","However, even on the assumption that the claimed communicative element in O'Brien's conduct is sufficient to bring into play the First Amendment, it does not necessarily follow that the destruction of a registration certificate is constitutionally protected activity."
326,"This Court has held that when 'speech' and 'nonspeech' elements are combined in the same course of conduct, a sufficiently important governmental interest in regulating the nonspeech element can justify incidental limitations on First Amendment freedoms.","This Court has held that when 'speech' and 'nonspeech' elements are combined in the same course of conduct, a sufficiently important governmental interest in regulating the nonspeech element can justify incidental limitations on First Amendment freedoms."
327,"To characterize the quality of the governmental interest which must appear, the Court has employed a variety of descriptive terms: compelling; substantial; subordinating; paramount; cogent; strong.","To describe the quality of the governmental interest which must appear, the Court has used a variety of descriptive terms: compelling; substantial; subordinating; paramount; persuasive; strong."
328,"Whatever imprecision inheres in these terms, we think it clear that a government regulation is sufficiently justified if it is within the constitutional power of the Government; if it furthers an important or substantial governmental interest; if the governmental interest is unrelated to the suppression of free expression; and if the incidental restriction on alleged First Amendment freedoms is no greater than is essential to the furtherance of that interest.","Whatever imprecision exists in these terms, we think it clear that a government regulation is sufficiently justified if it is within the constitutional power of the Government; if it furthers an important or substantial governmental interest; if the governmental interest is unrelated to the suppression of free expression; and if the incidental restriction on claimed First Amendment freedoms is no greater than is essential to the advancement of that interest."
329,"We find that the 1965 Amendment to § 12(b)(3) of the Universal Military Training and Service Act meets all of these requirements, and consequently that O'Brien can be constitutionally convicted for violating it.","We find that the 1965 Amendment to section 12(b)(3) of the Universal Military Training and Service Act meets all of these requirements, and consequently that O'Brien can be constitutionally convicted for violating it."
330,The constitutional power of Congress to raise and support armies and to make all laws necessary and proper to that end is broad and sweeping.,The constitutional power of Congress to raise and support armies and to make all laws necessary and proper to that end is broad and sweeping.
331,O'Brien's argument to the contrary is necessarily premised upon his unrealistic characterization of Selective Service certificates.,O'Brien's argument to the contrary is necessarily based upon his unrealistic characterization of Selective Service certificates.
332,O'Brien notes that most of the information on a registration certificate serves no notification purpose at all; the registrant hardly needs to be told his address and physical characteristics.,O'Brien notes that most of the information on a registration certificate serves no notification purpose at all; the registrant hardly needs to be told his address and physical characteristics.
333,Voluntarily displaying the two certificates is an easy and painless way for a young man to dispel a question as to whether he might be delinquent in his Selective Service obligations.,Voluntarily displaying the two certificates is an easy and painless way for a young man to dispel a question as to whether he might be behind in his Selective Service obligations.
334,"It is in the interest of the just and efficient administration of the system that they be continually available, in the event, for example, of a mix-up in the registrant's file.","It is in the interest of the just and efficient administration of the system that they be continually available, in the event, for example, of a mix-up in the registrant's file."
335,And we are unpersuaded that the pre-existence of the nonpossession regulations in any way negates this interest.,And we are unconvinced that the pre-existence of the nonpossession regulations in any way negates this interest.
336,"In the predawn hours of June 21, 1990, petitioner and several other teenagers allegedly assembled a crudely-made cross by taping together broken chair legs.","In the early morning hours of June 21, 1990, the petitioner and several other teenagers supposedly assembled a crudely-made cross by taping together broken chair legs."
337,They then allegedly burned the cross inside the fenced yard of a black family that lived across the street from the house where petitioner was staying.,They then supposedly burned the cross inside the fenced yard of a black family that lived across the street from the house where the petitioner was staying.
338,One of the two provisions under which respondent city of St. Paul chose to charge petitioner (then a juvenile) was the St. Paul Bias-Motivated Crime Ordinance.,One of the two provisions under which the defendant city of St. Paul chose to charge the petitioner (then a juvenile) was the St. Paul Bias-Motivated Crime Ordinance.
339,"Whoever places on public or private property a symbol, object, appellation, characterization or graffiti, including, but not limited to, a burning cross or Nazi swastika, which one knows or has reasonable grounds to know arouses anger, alarm or resentment in others on the basis of race, color, creed, religion or gender commits disorderly conduct and shall be guilty of a misdemeanor.","Whoever places on public or private property a symbol, object, name, characterization or graffiti, including, but not limited to, a burning cross or Nazi swastika, which one knows or has reasonable grounds to know arouses anger, alarm or resentment in others on the basis of race, color, creed, religion or gender commits disorderly conduct and shall be guilty of a misdemeanor."
340,Petitioner moved to dismiss this count on the ground that the St. Paul ordinance was substantially overbroad and impermissibly content-based and therefore facially invalid under the First Amendment.,The petitioner requested to dismiss this count on the ground that the St. Paul ordinance was substantially overbroad and impermissibly content-based and therefore facially invalid under the First Amendment.
341,"The trial court granted this motion, but the Minnesota Supreme Court reversed.","The trial court granted this request, but the Minnesota Supreme Court reversed."
342,"That court rejected petitioner's overbreadth claim because, as construed in prior Minnesota cases, the modifying phrase ""arouses anger, alarm or resentment in others"" limited the reach of the ordinance to conduct that amounts to ""fighting words.""","That court rejected the petitioner's overbreadth claim because, as interpreted in prior Minnesota cases, the modifying phrase ""arouses anger, alarm or resentment in others"" limited the reach of the ordinance to conduct that amounts to ""fighting words."""
343,"The court also concluded that the ordinance was not impermissibly content-based because, in its view, ""the ordinance is a narrowly tailored means toward accomplishing the compelling governmental interest in protecting the community against bias-motivated threats to public safety and order.""","The court also concluded that the ordinance was not impermissibly content-based because, in its view, ""the ordinance is a narrowly tailored means toward accomplishing the compelling governmental interest in protecting the community against bias-motivated threats to public safety and order."""
344,The First Amendment generally prevents government from proscribing speech.,The First Amendment generally prevents government from prohibiting speech.
345,"From 1791 to the present, however, our society, like other free but civilized societies, has permitted restrictions upon the content of speech in a few limited areas.","From 1791 to the present, however, our society, like other free but civilized societies, has permitted restrictions upon the content of speech in a few limited areas."
346,"We have recognized that ""the freedom of speech"" referred to by the First Amendment does not include a freedom to disregard these traditional limitations.","We have recognized that ""the freedom of speech"" referred to by the First Amendment does not include a freedom to ignore these traditional limitations."
347,Our decisions since the 1960's have narrowed the scope of the traditional categorical exceptions for defamation.,Our decisions since the 1960's have narrowed the scope of the traditional categorical exceptions for defamation.
348,A limited categorical approach has remained an important part of our First Amendment jurisprudence.,A limited categorical approach has remained an important part of our First Amendment legal philosophy.
349,"We have sometimes said that these categories of expression are ""not within the area of constitutionally protected speech.""","We have sometimes said that these categories of expression are ""not within the area of constitutionally protected speech."""
350,"Such statements must be taken in context, however, and are no more literally true than is the occasionally repeated shorthand characterizing obscenity ""as not being speech at all.""","Such statements must be taken in context, however, and are no more literally true than is the occasionally repeated shorthand describing obscenity ""as not being speech at all."""
351,"What they mean is that these areas of speech can, consistently with the First Amendment, be regulated because of their constitutionally proscribable content (obscenity, defamation, etc.)—not that they are categories of speech entirely invisible to the Constitution.","What they mean is that these areas of speech can, consistently with the First Amendment, be regulated because of their constitutionally prohibitable content (obscenity, defamation, etc.)—not that they are categories of speech entirely invisible to the Constitution."
352,"We conclude that, even as narrowly construed by the Minnesota Supreme Court, the ordinance is facially unconstitutional.","We conclude that, even as narrowly interpreted by the Minnesota Supreme Court, the ordinance is facially unconstitutional."
353,"Although the phrase in the ordinance, ""arouses anger, alarm or resentment in others,"" has been limited by the Minnesota Supreme Court's construction to reach only those symbols or displays that amount to ""fighting words,"" the remaining, unmodified terms make clear that the ordinance applies only to ""fighting words"" that insult, or provoke violence, ""on the basis of race, color, creed, religion or gender.""","Although the phrase in the ordinance, ""arouses anger, alarm or resentment in others,"" has been limited by the Minnesota Supreme Court's interpretation to reach only those symbols or displays that amount to ""fighting words,"" the remaining, unmodified terms make clear that the ordinance applies only to ""fighting words"" that insult, or provoke violence, ""on the basis of race, color, creed, religion or gender."""
354,"Displays containing abusive invective, no matter how vicious or severe, are permissible unless they are addressed to one of the specified disfavored topics.","Displays containing abusive language, no matter how vicious or severe, are permissible unless they are addressed to one of the specified disfavored topics."
355,"In its practical operation, moreover, the ordinance goes even beyond mere content discrimination, to actual viewpoint discrimination.","In its practical operation, moreover, the ordinance goes even beyond mere content discrimination, to actual viewpoint discrimination."
356,"Justice WHITE, with whom Justice BLACKMUN and Justice O'CONNOR join, and with whom Justice STEVENS joins except as to Part I(A), concurring in the judgment.","Justice WHITE, with whom Justice BLACKMUN and Justice O'CONNOR join, and with whom Justice STEVENS joins except as to Part I(A), agreeing with the judgment."
357,I agree with the majority that the judgment of the Minnesota Supreme Court should be reversed.,I agree with the majority that the judgment of the Minnesota Supreme Court should be reversed.
358,"This case could easily be decided within the contours of established First Amendment law by holding, as petitioner argues, that the St. Paul ordinance is fatally overbroad because it criminalizes not only unprotected expression but expression protected by the First Amendment.","This case could easily be decided within the boundaries of established First Amendment law by holding, as the petitioner argues, that the St. Paul ordinance is fatally overbroad because it criminalizes not only unprotected expression but expression protected by the First Amendment."
359,"The Court holds the ordinance facially unconstitutional on a ground that was never presented to the Minnesota Supreme Court, a ground that has not been briefed by the parties before this Court, a ground that requires serious departures from the teaching of prior cases.","The Court holds the ordinance facially unconstitutional on a ground that was never presented to the Minnesota Supreme Court, a ground that has not been briefed by the parties before this Court, a ground that requires serious departures from the teaching of prior cases."
360,This Court ordinarily is not so eager to abandon its precedents.,This Court ordinarily is not so eager to abandon its precedents.
361,"Twice within the past month, the Court has declined to overturn longstanding but controversial decisions on questions of constitutional law.","Twice within the past month, the Court has declined to overturn longstanding but controversial decisions on questions of constitutional law."
362,"In each case, we had the benefit of full briefing on the critical issue, so that the parties and amici had the opportunity to apprise us of the impact of a change in the law.","In each case, we had the benefit of full briefing on the critical issue, so that the parties and friends of the court had the opportunity to inform us of the impact of a change in the law."
363,"And in each case, the Court declined to abandon its precedents, invoking the principle of stare decisis.","And in each case, the Court declined to abandon its precedents, invoking the principle of standing by what was decided."
364,"But in the present case, the majority casts aside long-established First Amendment doctrine without the benefit of briefing and adopts an untried theory.","But in the present case, the majority casts aside long-established First Amendment doctrine without the benefit of briefing and adopts an untested theory."
365,"This is hardly a judicious way of proceeding, and the Court's reasoning in reaching its result is transparently wrong.","This is hardly a wise way of proceeding, and the Court's reasoning in reaching its result is obviously wrong."
366,This Court's decisions have plainly stated that expression falling within certain limited categories so lacks the values the First Amendment was designed to protect that the Constitution affords no protection to that expression.,This Court's decisions have clearly stated that expression falling within certain limited categories so lacks the values the First Amendment was designed to protect that the Constitution affords no protection to that expression.
367,"There are certain well-defined and narrowly limited classes of speech, the prevention and punishment of which have never been thought to raise any Constitutional problem.","There are certain well-defined and narrowly limited classes of speech, the prevention and punishment of which have never been thought to raise any Constitutional problem."
368,"Thus, as the majority concedes, this Court has long held certain discrete categories of expression to be proscribable on the basis of their content.","Thus, as the majority admits, this Court has long held certain separate categories of expression to be prohibitable on the basis of their content."
369,"For instance, the Court has held that the individual who falsely shouts ""fire"" in a crowded theatre may not claim the protection of the First Amendment.","For instance, the Court has held that the individual who falsely shouts ""fire"" in a crowded theatre may not claim the protection of the First Amendment."
370,"The Court has concluded that neither child pornography, nor obscenity, is protected by the First Amendment.","The Court has concluded that neither child pornography, nor obscenity, is protected by the First Amendment."
371,"And the Court has observed that, ""leaving aside the special considerations when public officials and public figures are the target, a libelous publication is not protected by the Constitution.""","And the Court has observed that, ""leaving aside the special considerations when public officials and public figures are the target, a libelous publication is not protected by the Constitution."""
372,But the Court has held that First Amendment does not apply to them because their expressive content is worthless or of de minimis value to society.,But the Court has held that First Amendment does not apply to them because their expressive content is worthless or of minimal value to society.
