id,src_legal,tgt_plain,source
175,"The Wisconsin Supreme Court concluded that chapter 980 did not require dismissal of Gilbert’s commitment petition because the chapter does not contain language allowing for dismissal in his circumstances, does not set a time period for execution of a commitment order, and provides that an individual may be simultaneously committed under chapter 980 and incarcerated at a DOC facility.","The Wisconsin Supreme Court finalized that chapter 980 did not require dismissal of Gilbert’s commitment petition because the chapter does not contain language permitting for dismissal in his circumstances, does not arrange a time period for execution of a commitment order, and provides that an individual may be simultaneously committed under chapter 980 and incarcerated at a DOC facility.",real_lex_simple
176,"Plaintiff Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) brought this action against Defendant Delaware River Port Authority (“DRPA”) to move the Court for a mandatory injunction ordering the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.","Plaintiff Fraternal Order of Police Penn-Jersey Lodge 30 (“FOP”) brought this action against Defendant Delaware River Port Authority (“DRPA”) to move the Court for a compulsory injunction ordering the DRPA to submit to binding interest arbitration over the terms and conditions of employment for the patrol officers, corporals, and sergeants whom FOP represents and whom DRPA employs.",real_lex_simple
177,"Third, because applications for second or successive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now), if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could deprive petitioners of the benefit of Johnson’s ret-roactivity and render a determination of retroactivity meaningless, as a practical matter.","Third, because applications for second or consecutive petitions based on Johnson arguably must be filed before June 26, 2016 (we do not decide that question now), if the Supreme Court concludes in Welch that Johnson is retroactive, failing to hold the applications in abeyance could strip petitioners of the benefit of Johnson’s ret-roactivity and render a determination of retroactivity pointless, as a practical matter.",real_lex_simple
178,"Finally, this Court has considered Peters’s reliance on United States v. Quinones, wherein the court, faced with a similar motion, granted the defendant’s request for a stay of forfeiture, reasoning that “[i]f the government were to sell the four parcels in such a [slumped] market, they [sic] would, in effect, be foregoing any potential for appreciation in value once the market recovers; this loss will ultimately be borne by [the defendant] if the forfeiture order is reversed on appeal.” No.","Finally, this Court has took into account Peters’s reliance on United States v. Quinones, wherein the court, faced with a similar motion, granted the defendant’s demand for a stay of forfeiture, reasoning that “[i]f the government were to sell the four parcels in such a [slumped] market, they [sic] would, in effect, be foregoing any potential for appreciation in value once the market recovers; this loss will ultimately be borne by [the defendant] if the forfeiture order is reversed on appeal.”",real_lex_simple
179,"On appeal, Niehaus reinterprets the accepted facts of this case and attempts to paint USB as an “ ‘eyes wide open’ participant in the fraud.” She bases her allegation that USB conspired with her on the assertions that (1) USB knew of her unlawful conduct by early 2010 when it confronted her about her fraud and asked her to resign; (2) one of USB’s owners refused her resignation and thereby allowed her to continue to embezzle funds; (3) USB advised her to withdraw D.C. and J.C.’s funds and transfer the money to another bank; arid (4) in the civil suit, USB agreed to release Nie-haus from any and all claims relating to the litigation.","On appeal, Niehaus reevaluates the accepted facts of this case and attempts to paint USB as an “ ‘eyes wide open’ participant in the fraud.” She bases her allegation that USB conspired with her on the assertions that (1) USB knew of her unlawful conduct by early 2010 when it confronted her about her cheat and asked her to resign; (2) one of USB’s owners refused her resignation and thereby permitted her to continue to embezzle funds; (3) USB advised her to withdraw D.C. and J.C.’s funds and move the money to another bank; arid (4) in the civil suit, USB agreed to release Nie-haus from any and all claims relating to the litigation.",real_lex_simple
180,"Witness, for example, his continued emphasis on the facts that Mr. Mitchell could have appealed the September 2003 decision, challenged its determination that new and material evidence had not been submitted, and raised the fact that VA never respond ed to the December 1973 audiogram, but failed to do so, post at 445, even though the Federal Circuit explicitly rejected almost identical objections in Beraud, see 766 F.3d at 1406 n. 1.","Witness, for example, his proceeded emphasis on the facts that Mr. Mitchell could have appealed the September 2003 decision, challenged its determination that fresh and material evidence had not been submitted, and raised the truth that VA never respond ed to the December 1973 audiogram, but failed to do so, post at 445, even though the Federal Circuit explicitly denied almost identical objections in Beraud, see 766 F.3d at 1406 n. 1.",real_lex_simple
181,"The court’s central purpose in granting leave to implead a third party is “to promote judicial efficiency by eliminating the necessity for the defendant to bring a separate action against a third individual who may be secondarily or derivatively liable to the defendant for all or part of the plaintiffs original claim.” Sw. Adm’rs, Inc. v. Rozay’s Transfer, 791 F.2d 769, 777 (9th Cir.1986).",The court's main purpose to granting a third party joining into the lawsuit is to promote judicial efficiency. This is achieved by eliminating the necessity for the defendant to bring a separate action against a third individual who may be indirectly liable to the defendant for all or part of the claimant's original claim.,real_lex_simple
182,"A reciprocal insurance exchange, “in its pure form ... is a web of contractual relationships between subscribers who agree to insure one another, consummated through a common agent with power of attorney.” The overriding question is whether USAA is properly treated as a corporation or an unincorporated association for purposes of diversity jurisdiction.","A corresponding insurance exchange, in its pure form, is a web of contractual relationships between subscribers who agree to insure one another, completed through a common agent with power of attorney. The overriding question is whether USAA is properly treated as a corporation or an unincorporated association for purposes of Federal Court's authority on subject matter.",real_lex_simple
183,"Congress enacted the FDCPA in 1977 “to eliminate abusive debt collection practices by debt collectors, to insure that those debt collectors who refrain from using abusive debt collection practices are not competitively disadvantaged, and to promote consistent State action to protect consumers against debt collection abuses.” 15 U.S.C.","Congress enacted the FDCPA in 1977 “to eliminate abusive debt collection practices by debt collectors, to insure that those debt collectors who refrain from using abusive debt collection practices are not competitively disadvantaged, and to promote consistent State action to protect consumers against debt collection abuses.” 15 U.S.C.",real_lex_simple
184,"See e.g., Potts, 882 F.2d at 1324 (“A statute modifying the content of state tort law doctrines of contributory and comparative negligence seems to us to be a classic example of the type of substantive rule of law binding upon a federal court in a diversity case.”); Winningham v. Swift Trans.","See e.g., Potts, 882 F.2d at 1324 (“A statute modifying the content of state tort law doctrines of contributory and comparative lack of care seems to us to be a classic example of the type of fundamental rule of law binding upon a federal court in a diversity case.”); Winningham v. Swift Trans.",real_lex_simple
185,"“If the conduct did not violate a clearly established constitutional right, or if it was objectively reasonable for the [official] to believe that his conduct did not violate such a right, then the [official] is protected by qualified immunity.”","“If the conduct did not violate a clearly established constitutional right, or if it was objectively reasonable for the [official] to believe that his conduct did not violate such a right, then the [official] is protected by qualified immunity.”",real_lex_simple
186,"Here, relying on its president’s affidavit, plaintiff alleges that “stock ownership [in Patriot Lines and Vessel Operations] was restricted to the Brophys and that the two companies existed as a ‘facade for the [Brophys’] operations.’ ” (Paper No.","In this case, the plaintiff claims, based on the affidavit of their president, that stock ownership in Patriot Lines and Vessel Operations was limited to the Brophy family and that these two companies were essentially a front for the Brophys' activities.",real_lex_simple
187,"But the bottom line is the more protection, if you will, we can provide for the families of those who are going through what has to be just the most horrific time in their life, I think we have an obligation to do it.","In essence, we have a responsibility to offer greater support and protection to the families experiencing what is undoubtedly the most dreadful period in their lives.",real_lex_simple
188,"Instead, “[vigorous cross-examination, presentation of contrary evidence, and careful instruction on the burden of proof are the traditional and appropriate means of attacking shaky but admissible evidence.” Daubert, 509 U.S. at 595, 113 S.Ct.","Instead, “[vigorous other party interrogation, presentation of contrary evidence, and careful instruction on the burden of proof are the traditional and appropriate means of attacking shaky but admissible evidence.”",real_lex_simple
189,"Such standards are critical because even in cases where a regulation is content- neutral on its face, “placing unbridled discretion in the hands of a government official or agency ... may result in censorship.” Lakewood, 486 U.S. at 758, 108 S.Ct.","Such standards are critical because even in cases where a regulation is content- neutral on its face, “placing unconstrained freedom to decide in the hands of a government official or agency ... may result in censorship.” Lakewood, 486 U.S. at 758, 108 S.Ct.",real_lex_simple
190,The Agreement further states that the “arbitrators must make their decision within 60 days following the termination of the hearing” and that “[t]he majority decision of any two arbitrators” of the three-arbitrator panel “will be final and binding” on the parties.,The Agreement further states that the “arbitrators must make their decision within 60 days following the ending of the hearing” and that “[t]he majority decision of any two arbitrators” of the three-arbitrator panel “will be final and binding” on the parties.,real_lex_simple
191,"Here, Giwa has presented no evidence at all to counter Landes’ affidavit that sets forth her understanding of the facts on which she based her conclusion that Giwa was under-performing as a Senior Urban Planner or that he made mistakes that deserved a lower rating.","Here, Giwa has presented no evidence at all to counter Landes’ statement under oath. That sets forth her understanding of the facts, on which she based her conclusion that Giwa was under-performing as a Senior Urban Planner or that he made mistakes that deserved a lower rating.",real_lex_simple
192,"Underwriting purposes include, among other things, the decision whether or not to issue a policy, the amount and terms of coverage, and whether to renew or cancel a policy, but an insurer may not obtain a consumer report for the purposes of evaluating a claim.","Underwriting purposes include, among other things, the decision whether or not to issue a policy, the amount and terms of coverage, and whether to renew or cancel a policy, but an insurer may not obtain a consumer report for the purposes of evaluating a claim.",real_lex_simple
193,That record also stated that on that date the “[c]ourt found defendant guilty as charged in the information and ordered a Judgment of Conviction to be entered on the record.... Court ordered defendant REMANDED into the custody of the Milwaukee County Sheriffs Department.”,That record also stated that on that date the “[c]ourt found defendant guilty as charged in the information and ordered a Judgment of guilt to be entered on the record.... Court ordered defendant placed in bail into the custody of the Milwaukee County Sheriffs Department.”,real_lex_simple
194,"The issue here is whether an insured can round up general settlements from its subcontractors, unilaterally decide that they will be allocated to uncovered damages, and then go after the insurers that would cover the damages if the loss was properly allocated to that policy, .","The issue here is whether an insured can round up general settlements from its subcontractors, unilaterally decide that they will be allocated to uncovered compensation, and then go after the insurers that would cover the damages if the loss was properly allocated to that policy.",real_lex_simple
195,"The Supreme Court briefly addressed the issue within the scope of the Fair Housing Act, summarizing that if a tester has “suffered injury in precisely the form the statute was intended to guard against,” then regardless of the motivation behind bringing the suit, an injury has occurred.","The Supreme Court briefly addressed the issue within the scope of the Fair Housing Act, summarizing that if a tester has “suffered injury in precisely the form the statute was intended to guard against,” then regardless of the motivation behind bringing the suit, an injury has occurred.",real_lex_simple
196,"For past performance, the solicitation informed offerors that “[t]he Government will conduct a performance confidence assessment based upon the past performance of major or critical aspects of the requirement as it relates to the probability of successfully performing the solicitation requirements.”","For past performance, the solicitation informed offerors that “[t]he Government will conduct a performance confidence assessment based upon the past performance of major or critical aspects of the requirement as it relates to the probability of successfully performing the solicitation requirements.”",real_lex_simple
197,"When a federal court sits in diversity, it “has personal jurisdiction over a non-resident defendant if (1) an applicable state long-arm statute confers jurisdiction and (2) the assertion of that jurisdiction is consistent with constitutional due process.” Nichols v. G.D. Searle & Co., 991 F.2d 1195, 1199 (4th Cir.1993).","When a federal court sits in diversity, it “authortiy over a non-resident defendant if (1) an applicable state long-arm statute grants authority and (2) the assertion of that authority is consistent with constitutional fairness of proceedings.” Nichols v. G.D. Searle & Co., 991 F.2d 1195, 1199 (4th Cir.1993).",real_lex_simple
198,"A decision is considered “final and ... appealable where it 1) resolves and seriously affects substantive rights and 2) finally determines the discrete issue to which it is addressed.” Dye v. Brown (In re AFI Holding, Inc.), 530 F.3d 832, 836 (9th Cir.2008) (quoting Schulman v. California (In re Lazar), 237 F.3d 967, 985 (9th Cir.2001)).","A decision is considered “final and ... re-examinable where it 1) resolves and seriously affects substantive rights and 2) finally determines the seperate issue to which it is addressed.” Dye v. Brown (In re AFI Holding, Inc.), 530 F.3d 832, 836 (9th Cir.2008) (quoting Schulman v. California (In re Lazar), 237 F.3d 967, 985 (9th Cir.2001)).",real_lex_simple
199,"Once admitted into the Minnesota Department of Corrections (“MDOC”) system, Brooks received a chemical-dependency assessment, as all new inmates are required to have under Minnesota law, and was ordered to complete treatment in order to be transferred to a lower-security prison, qualify for work release, and avoid disciplinary sanctions.","Once admitted into the Minnesota Department of Corrections (“MDOC”) system, Brooks received a chemical-dependency assessment, as all new persons under confinement are required to have under Minnesota law, and was ordered to complete treatment in order to be transferred to a lower-security prison, qualify for work release, and avoid disciplinary sanctions.",real_lex_simple
200,Such a need is established if either: (1) failure to obtain expedited processing would pose an “imminent threat to the life or physical safety of an individual”; or (2) the requester is “primarily engaged in disseminating information” and shows an “urgency to inform the public concerning actual or alleged Federal Government ■ activity.” 5 U.S.C.,Such a need is established if either: (1) failure to obtain expedited processing would pose an “fast approaching threat to the life or physical safety of an individual”; or (2) the requester is “primarily engaged in spreading information” and shows an “urgency to inform the public concerning actual or alleged Federal Government activity.” 5 U.S.C.,real_lex_simple
201,"In order to obtain discovery regarding the issue of personal jurisdiction, at a minimum, the plaintiff must establish a colorable or prima facie showing of personal jurisdiction.","In order to determine whether a court is competent to settle the case, the plaintiff must provide at least a reasonable or initial proof proving the court’s competence.",real_lex_simple
202,"Plaintiffs argue that Defendants knew, or should have known, that the risk of new-onset diabetes mellitus or hyperglycemia associated with Risperdal is significantly higher than with older, cheaper, and equally effective “typical” antipsychotic drugs.","Plaintiffs argue that Defendants knew, or should have known, that Risperdal poses a significantly higher risk for new-onset diabetes mellitus or hyperglycemia than the older, cheaper, and equally effective “typical” antipsychotic drugs.",real_lex_simple
203,"In addition, Palermo alleges that his manager, Brittany Williams (Williams), who is a black female, and another one of his direct supervisors, Terry Green (Green) were aware of his EEO Complaints, the 2004 Case, and the 2008 Case.","In addition, Palermo claims that his manager, Brittany Williams (Williams), who is a black female, and another one of his direct supervisors, Terry Green (Green) were aware of his applications regarding equal employment opportunity, which are the 2004 Case and the 2008 Case.",real_lex_simple
204,"Arch took no action on eight of those claims (Chart, Claims 13-20), and issued a denial letter for the ninth claim (Chart, Claim 21) on March 1, 2010 by re-asserting its position noted before and further asserting that an intervening Endorsement No.","Arch did not take any actions on eight of those claims (Chart, Claims 13-20); however issued a denial letter for the ninth claim (Chart 21) on March 1, 2010. In this denial letter, Arch repeated its position that is stated before and additionally claimed an interfering Endorsement No.",real_lex_simple
205,"Because, apparently, no act of obeisance goes unpunished, the Federal Circuit then vacated this Court’s grant of summary judgment to Amphastar and held, in November, 2015, 'that the safe harbor provision did not apply to' its infringing activities.","It seems that respectful acts always get punished that in November 2015, the Federal Circuit then canceled this Court’s judgment that was given according to the facts of the case without having a full trial to Amphastar. And Federal Circuit ruled that ‘the provisions that may save Amphastar from liability if certain conditions are met” did not apply to its activities that had infringed the law.",real_lex_simple
206,"This Court “may consider a number of factors, including whether the work performed was duplicative, if an attorney takes extra time due to inexperience, or if an attorney performs tasks normally performed by paralegals, clerical personnel, or other non-attorneys.” Ussery, 10 Vet.App.","This Court “may consider various factors, including whether the work performed was duplicative, if a lawyer takes extra time due to his/her inexperience, or if a lawyer performs tasks normally performed by non-lawyers.”",real_lex_simple
207,"Obviously, and to the extent further discussion of essential character is even necessary here: the essence of pots and pans is to contain and cook, and they can serve those functions with or without lids; and while lids may complete or enhance that purpose, they are merely incidental thereto and serve no purpose otherwise without the pots/pans to which they are intended to be fitted or combined.","Obviously and to the extent more discussion on what makes something dispensable to a certain structures even necessary here: he essence of pots and pans is to contain and cook, and they can serve those functions with or without lids. While lids may complete or enhance that purpose, they are only secondary, and the lids only serve with the pots/pans to which they are intended to be fitted or combined.",real_lex_simple
208,"Moreover, under section 5121, a determination of whether accrued benefits should be awarded “must be determined based on evidence that was either'physically or constructively in the [deceased claimant’s] file at the time of his death.” Ralston v. West, 13 Vet.App.","Moreover, according to section 5121, the evidence that was either 'physically or by interpretation in the [deceased claimant’s] file at the time of his death must be taken into consideration in order to determine whether earned benefits must be given.Ralston v. West, 13 Vet.App.",real_lex_simple
209,"We will pay all sums an “insured” legally must pay as damages because of “bodily injury” or “property damage” to which this insurance applies, caused by an “accident” and resulting from “garage operations” involving the ownership, maintenance or use of covered “autos”.","We will pay all amounts that an “insured” legally must pay as the compensation because of the “bodily injury” or “property damage” occurred by an “accident and resulting from “garage operations” involving the ownership, maintenance or use of covered “autos” that are under the scope of this insurance.",real_lex_simple
210,"Where, as here, a prisoner “challenges the very fact or duration of his physical imprisonment, and the relief he seeks is a determination that he is entitled to immediate release or a speedier release from that imprisonment, his sole federal remedy is a writ of habeas corpus.” Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.","If a prisoner ""questions a reason or duration of his physical imprisonment"" like here, and he wants ""the court to determine that he should be released immediately or released from that imprisonment faster, his only legal solution provided under federal law is requesting to be called to the court."" Preiser v. Rodriguez, 411 U.S. 475, 500, 93 S.Ct.",real_lex_simple
211,"At oral argument, ST argued that it is clear that no renewal premium is due under ST’s premium plan because the document setting forth the premium plan, the 2005 Flow Plan, nowhere mentions renewal premiums being due after the MCL is reached.","At the hearings, ST argued that since the document that establishes the premium plan, called the 2005 Flow Plan does not mention that renewal premiums will be payable after the MCL is reached, thus the renewal premium is not payable under ST’s premium plan.",real_lex_simple
212,"Therefore, the government presented sufficient evidence for a jury to conclude that defendant pledged “all furniture, equipment, and fixtures” in each of the four properties listed, including the Restaurant, and that he falsely represented that no one else held any interest in the collateral.","Therefore, the government presented sufficient evidence for a jury to decide that defendant showed “all furniture, equipment, and fixtures” in each of the four properties listed as a guarantee, including the Restaurant, and that he falsely represented that no one else held any interest in the listed properties that are shown as a guarantee.",real_lex_simple
213,"If the plaintiff succeeds in doing so, the burden of production shifts to the defendant ""to articulate some legitimate, nondiscriminatory reason for the employee’s rejection.” McDonnell Douglas, 411 U.S. at 802, 93 S.Ct.","If the plaintiff manages to do so, the duty to provide sufficient evidence for the case passes to the defendant ""to articulate some legitimate, nondiscriminatory reason for the employee’s rejection.” McDonnell Douglas, 411 U.S. at 802, 93 S.Ct.",real_lex_simple
214,"However, because the Court had previously overruled those additional arguments during the September 7 hearing, and because the Court specifically narrowed Defendant's supplemental argument to the issue of § 6308, and because Defendant’s reply raises new issues insofar as neither its supplemental filing nor Plaintiff's response raised those issues, the Court rejects those argument out of hand.","However, The Court directly rejects those arguments, because the Court had previously dismissed those additional arguments during the September 7 hearing, and because the Court specifically narrowed Defendant's additional argument to the issue regarding the purchase, consumption, possession, or transportation of liquor or malt or brewed beverages, and because Defendant’s reply raises new issues to the arguments made so far, and as none of its additional filing nor Plaintiff's response raised those issues.",real_lex_simple
215,"The closest Williams comes to addressing the Baze standard is in a heading in the briefs outline that reads, “What is known of the State’s Revised protocol indicates that Williams will likely suffer needless, undue, and excruciating pain during execution.”","The closest Williams argues that a court standard called “Baze” which rules that a method of execution is unlawful if it creates a “substantial risk of serious harm” or an “objectively intolerable risk of harm” is in a heading in the briefs outline. The heading reads, “What is known of the State’s Revised protocol indicates that Williams will likely suffer needless, undue, and excruciating pain during execution.”",real_lex_simple
216,"This is undisputed, but neither party provides any evidence as to what kind of hospital Plaintiffs would be placed in, what level of care they would receive, what services they would be entitled to during their hospitalizations, or the probable durations of their hospital stays.","Neither party argues against this, but neither party provides any evidence as to what kind of hospital Plaintiffs would be placed in, what level of care they would receive, what services they would be entitled to during their hospitalizations, or the probable durations of their hospital stays.",real_lex_simple
217,"In sum, because Trader Joe’s has made no showing that the lack of an “All Natural” label would imply or suggest ascorbic acid inferiority in violation of the FDCA and FDA regulations, it has made no showing that plaintiffs’ Juice-related claims are preempted.","In sum, Trader Joe’s has not shown that an “All Natural” label would imply or suggest ascorbic acid inferiority, which might violate the FDCA and FDA regulations. Thus the plaintiffs’ Juice-related claims cannot be prioritized.",real_lex_simple
218,"To be sure, to win on her alienation of affections claim, Plaintiff must prove: (1) love and affection of the spouse for the plaintiff; (2) actual damages; and (3) overt acts, conduct, or enticement on the part of the defendant causing those affections to depart.","For certainty, if she wants to win her alienation of affections case against the third party that caused the end of her marriage, Plaintiff must prove: (1) love and affection of her ex-spouse had for the plaintiff; (2) losses that the plaintiff suffered; and (3) this third party’s apparent acts, conduct, or enticement causing those affections to depart.",real_lex_simple
219,"Even after the execution of the Contract, Starr and Carson each signed various purchase orders that indicated delivery to Jas-min’s address; Trina delivered the solar panels directly to Jasmin in Australia; and Jasmin accepted and installed the panels, at one point stating in an email to Trina on which JRC was copied that Jasmin would pay the invoices.","Even after the signing of the Contract, Starr and Carson each signed various purchase orders which indicated Jasmin’s address for delivery. Trina delivered the solar panels directly to Jasmin in Australia; and Jasmin accepted and installed the panels. Following acceptance and installments, at one point, Jasmin stated that Jasmin would pay the invoices in an email to Trina which was also sent to JRC.",real_lex_simple
220,"In challenging the validity of Claims 1 and 9 of the ’681 Patent—both of which are independent claims—Nash cites Section 103 of the Patent Act, which forbids the issuance of a patent where “the differences between the claimed invention and the prior art are such that the claimed invention as a whole would have been obvious before the effective filing date of the claimed invention to a person having ordinary skill in the art to which the claimed invention pertains.” 35 U.S.C.","While questioning whether the separate claims of Claim 1 and 9 of the ‘681 Patent are valid, Nash refers to Section 103 of the Patent Act. This Section forbids granting a patent for an invention where “the differences between the claimed invention and existing knowledge are in such a way that the claimed invention as a whole would have been obvious to an average expert practicing in the field that the invention is put forward before the patent application for the invention”. 35 U.S.C.",real_lex_simple
221,"In doing so, the Board should be mindful that it “has a special obligation to read pro se filings liberally.” Robinson v. Shinseki, 557 F.3d 1355, 1358-59 (Fed.Cir.2009).","In doing so, the Board should be mindful that it “has a special obligation to read the filings without an attorney liberally.” Robinson v. Shinseki, 557 F.3d 1355, 1358-59 (Fed.Cir.2009).",real_lex_simple
222,The failure to adhere to this procedural mandate renders the notice of pen-dency “defective and void from the beginning.”,The failure to adhere to this procedural instruction causes the notice of suspension “defective and invalid from the beginning.”,real_lex_simple
223,"The burden is on the moving party to show, through the pleadings, discovery and affidavits, “that there is no genuine dispute as to any material fdet and [that] the movant is .entitled to-judgment as a matter of law.” Fed.","The responsibility is on the requester party to show, through the lawsuit, discovery and sworn statements, “that there is no genuine dispute as to any substantive law and [that] the requester has right to file lawsuit as a matter of law.” Fed.",real_lex_simple
224,"The Court must therefore grant the defendants’ motion to dismiss if it answers three questions in the affirmative: (1) whether the defendants are, “provider[s] ... of an interactive computer service,” 47 U.S.C.","The Court must therefore accept the defendants’ request for rejection if it answers three questions in the affirmative: (1) whether the defendants are, “provider[s] ... of an interactive computer service,” 47 U.S.C.",real_lex_simple
225,No unacceptable evals and nothing that really stands out in the weekly ... [training and HR pretty much agrees [sic] we don’t have a case: Perhaps Steve’s report will change in entirety based on 6th step info.,No unacceptable evaluations and nothing that really stands out in the weekly ... [training and HR pretty much agrees [sic] we don’t have a case: Perhaps Steve’s report will change in entirety based on 6th step info.,real_lex_simple
226,"In this group are four pro se parties (Dwight E. Nolt [# 226], Mark Powell [#208], Chris Pavlou [#119] and Paul R. Worsham [# 200]) and one “professional and generally unsuccessful objector,” see In re Royal Ahold N.V. Sec.","Merck now files a lawsuit to refuse, the state whistle-blower claim under Federal Rules, of Civil Procedure 12(b)(1) and - 12(b)(6), arguing that claim is privileged by the Illinois Human Rights Act, 775 ILCS 5/1-101 et seq.",real_lex_simple
227,"In Fluorine’s view, Amtrak may condemn a property interest only “as a last resort” — “where it cannot practicably do otherwise” — and it urges the Court to engage in a searching, fact- specific review of Amtrak’s condemnation decision.","In Fluorine’s view, Amtrak may seize private property for public use only “as a last resort” — “where it cannot practicably do otherwise” — and it urges the Court to engage in a searching, fact- specific review of Amtrak’s expropriation decision.",real_lex_simple
228,"There is no indication on the face of the April 1988 rating decision that the RO did not consider the evidence of record or the application of § 4.16(b), and the Court cannot conclude that it failed to do so on the basis of silence alone.","There is no indication on the face of the April 1988 rating decision that the RO did not consider the evidence of record or the application of § 4.16(b), and the Court cannot make a decision that it failed to do so on the basis of silence alone.",real_lex_simple
229,"Should-the Court find that such costs constitute an economic injury sufficient to confer standing, “a private plaintiff bringing a UCL claim automatically would have standing merely by filing suit.” Cordon v. Wachovia Mortg., a Div.","Should-the Court find that such costs constitute an economic injury sufficient to confer interest, “a private plaintiff bringing a UCL claim automatically would have protect interest by filing suit.” Cordon v. Wachovia Mortg., a Div.",real_lex_simple
230,"To the extent that Vivendi’s argument is that GAMCO should have unearthed information that would have led it to discount Vivendi’s misrepresentations, such arguments fails because contributory negligence is not a defense to securities fraud.","The Veterans Court recognized its authority to release from obligation by way of supreme court order, noting that such relief “is a drastic one, to be invoked only in extraordinary circumstances.” Veterans Opinion at 1 (citing Kerr v. U.S. Dist.)",real_lex_simple
231,"The privilege “recognizes that sound legal advice or advocacy serves public ends and that such advice or advocacy depends upon the lawyer’s being fully informed by the client.” Upjohn v. United States, 449 U.S. 383, 389, 101 S.Ct.","To the extent that Vivendi’s argument is that GAMCO should have unearthed information that would have led it to discount Vivendi’s misrepresentations, such arguments fails because mutual fault is not a defense to securities fraud.",real_lex_simple
232,"The Veterans Court recognized its authority to grant relief by way of writ of mandamus, noting that such relief “is a drastic one, to be invoked only in extraordinary circumstances.” Veterans Opinion at 1 (citing Kerr v. U.S. Dist.","The privilege “recognizes that sound legal advice or advocacy serves whole public and that such advice or advocacy depends upon the lawyer’s being fully informed by the client.” Upjohn v. United States, 449 U.S. 383, 389, 101 S.Ct.",real_lex_simple
233,"Plaintiffs respond by noting that, according to the Amended Complaint, the parties engaged in negotiations over an unexecuted draft Operating Agreement, which “contemplated that [the parties] would ‘jointly operate the proton therapy center.’” Pl.","Plaintiffs respond by noting that, according to the Amended Complaint, the parties engaged in discussions over an unexecuted draft Operating Agreement, which “contemplated that [the parties] would ‘operate the proton therapy center together.’” Pl.",real_lex_simple
234,The only exception to this general rule — one that is not applicable here — is if the transferor court already decided an issue (based on its own interpretation of the law) and thus the “law of the case” governs that issue even in the transferee court.,The only exception to this general rule — one that is not applicable here — is if the transferor court already decided an issue (based on its own interpretation of the law) and thus the “the opinions of the circuit court have a binding effect on the case” governs that issue even in the receiver court.,real_lex_simple
235,"In other words, a finding that pinniped predation is having a significant negative impact on the decline or recovery of protected salmonids does not mean that pinniped predation is jeopardizing those salmonids, as the term is used in the ESA context.","In other words, a finding that pinniped predation is having a significant negative impact on the decline or recovery of protected salmonids does not mean that pinniped predation endangers those salmonids, as the term is used in the ESA context.",real_lex_simple
236,"In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a security interest in the funds after Debtor [Delco Oil] transferred them to Marathon.”","In determining whether Capital-Source retained a security interest in the cash proceeds, the court acknowledged that under § 9-332, “CapitalSource did not have a enforceable legal claim in the funds after Debtor [Delco Oil] transferred them to Marathon.”",real_lex_simple
237,"The probation office filed a petition to revoke Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.","The probation office filed a petition to repeal Defendant’s supervised release, alleging Defendant had been (1) associating with a convicted felon (a female) without permission, and (2) discharged from RRC for making threatening statements to a staff member.",real_lex_simple
238,"Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “mandate or authorize a per se antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).","Therefore, the court’s analysis in this Ruling focuses solely on the first step of the above inquiry: determining whether the state statutes “order or authorize a spontaneously antitrust violation.” Freedom Holdings IV, 624 F.3d at 49 (quotation marks and citation omitted).",real_lex_simple
239,"Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will grant the summary-judgment motion and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.","Having considered the motions, responses, replies, supporting evidence, the argument of counsel, and the applicable law, the court will accept the summary decision proposal and dismiss all of Plaintiffs’ claims and dismiss all other pending motions for the reasons to follow.",real_lex_simple
240,"Now pending before the court is the “Motion to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.” (Dkt.","Now pending before the court is the “Proposal to Dismiss Plaintiffs Second Amended Complaint Pursuant to Rule 12(b)(6) of Defendants Gene Byron Schenberg, Richard F. Huck, III, Michael J. McKitrick, Danna McKitrick, P.C., NetSecure Technologies, Ltd. and Daniel McCann.”",real_lex_simple
241,"Plaintiffs’ actions have (1) required defendant to file three additional motions, (2) unnecessarily prolonged this case, (3) required defendant to incur expenses it should not have incurred, and (4) wasted the time of both defendant and the Court.","Due to the actions of the suers’, (1) the person they sued had to submit three additional petitions and (2) bear unjustified expenses. Also, (3) they extended the duration of the trial without a cause, and (4) wasted the time of both the person they sued and the Court.",real_lex_simple
